,Unnamed: 0,Rank,player_name,position,"Team Currently With","Age",Contract_Length,AAV,team_x,TOI_22_23,Goals_22_23,A1_22_23,iCF_22_23,ixG_22_23,Giveaways_22_23,Takeaways_22_23,GAR_22_23,WAR_22_23,SPAR_22_23,team_y,TOI_23_24,Goals_23_24,A1_23_24,iCF_23_24,ixG_23_24,Giveaways_23_24,Takeaways_23_24,GAR_23_24,WAR_23_24,SPAR_23_24,team,TOI_24_25,Goals_24_25,A1_24_25,iCF_24_25,ixG_24_25,Giveaways_24_25,Takeaways_24_25,GAR_24_25,WAR_24_25,SPAR_24_25,TOI%_22_23,TOI%_23_24,TOI%_24_25,prev_cap_hit_pct
71,71,19,marcus pettersson,D,"VAN
                     VAN",23,5,4025175.0,PIT,1399.7,1.0,14.0,216.0,5.09,43.0,25.0,7.5,1.3,2.4,PIT,1859.02,4.0,8.0,267.0,4.28,32.0,26.0,15.2,2.5,4.8,VAN,93.35,0.0,0.0,10.0,0.74,3.0,0.0,9.1,1.5,2.8,5.689837398373980,7.556991869918700,0.37947154471544700,4.9388650306748500
72,72,20,radek faksa,C,"STL
                     STL",25,5,3250000.0,DAL,1111.37,11.0,6.0,141.0,12.7,18.0,26.0,5.6,1.0,1.8,DAL,926.15,7.0,10.0,155.0,11.97,19.0,29.0,2.1,0.3,0.7,STL,573.45,3.0,6.0,95.0,3.44,16.0,7.0,-1.5,-0.3,-0.5,4.517764227642280,3.764837398373980,2.33109756097561,3.9755351681957200
73,73,21,marco scandella,D,"STL
                     STL",29,4,3275000.0,STL,356.7,1.0,1.0,41.0,0.43,10.0,7.0,4.3,0.7,1.4,STL,810.8,2.0,4.0,107.0,2.48,16.0,22.0,-1.3,-0.2,-0.4,,,,,,,,,,,,1.45,3.295934959349590,,4.00611620795107
74,74,22,anders bjork,LW,"CHI
                     CHI",23,3,1600000.0,CHI,183.95,2.0,5.0,25.0,2.18,10.0,5.0,2.4,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,0.7477642276422760,,,1.9393939393939400
75,75,1,miro heiskanen,D,"DAL
                     DAL",21,8,8450000.0,DAL,2013.8,11.0,34.0,441.0,12.26,65.0,53.0,12.5,2.1,4.0,DAL,1742.37,9.0,22.0,401.0,10.97,36.0,33.0,19.3,3.2,6.1,DAL,1258.02,5.0,5.0,287.0,7.73,67.0,28.0,3.7,0.6,1.2,8.186178861788620,7.082804878048780,5.113902439024390,10.119760479041900
76,76,2,dougie hamilton,D,"NJD
                     NJD",28,7,9000000.0,N.J,1784.0,22.0,28.0,562.0,13.61,74.0,21.0,14.4,2.4,4.6,N.J,419.5,5.0,4.0,150.0,2.95,14.0,5.0,2.8,0.5,0.9,N.J,1136.22,8.0,13.0,368.0,9.9,84.0,20.0,10.5,1.7,3.3,7.252032520325200,1.7052845528455300,4.6187804878048800,10.285714285714300
77,77,3,andrei svechnikov,RW,"CAR
                     CAR",20,8,7750000.0,CAR,1155.52,23.0,18.0,411.0,26.97,49.0,35.0,10.7,1.8,3.5,CAR,1000.98,19.0,18.0,305.0,21.33,43.0,25.0,2.5,0.4,0.8,CAR,963.22,17.0,14.0,309.0,24.3,79.0,14.0,-0.3,0.0,-0.1,4.697235772357720,4.069024390243900,3.9155284552845500,9.785353535353540
78,78,4,brady tkachuk,LW,"OTT
                     OTT",21,7,8214286.0,OTT,1527.78,35.0,29.0,559.0,52.08,51.0,30.0,12.4,2.1,4.0,OTT,1550.52,37.0,28.0,574.0,47.18,49.0,48.0,14.2,2.3,4.5,OTT,1042.27,21.0,14.0,403.0,29.15,39.0,15.0,7.9,1.3,2.5,6.210487804878050,6.302926829268290,4.2368699186991900,10.078878527607400
79,79,5,gabriel landeskog,LW,"COL
                     COL",28,8,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56269113149847
80,80,6,cale makar,D,"COL
                     COL",22,6,9000000.0,COL,1582.72,17.0,29.0,403.0,11.86,48.0,50.0,16.4,2.8,5.3,COL,1907.27,21.0,28.0,539.0,16.39,42.0,70.0,14.7,2.4,4.7,COL,1471.52,22.0,23.0,430.0,15.21,74.0,46.0,9.1,1.5,2.8,6.433821138211380,7.753130081300810,5.9817886178861800,11.009174311926600
81,81,7,alex ovechkin,LW,"WAS
                     WAS",35,5,9500000.0,WSH,1474.9,42.0,18.0,578.0,36.22,52.0,31.0,-3.6,-0.6,-1.2,WSH,1518.47,31.0,21.0,605.0,32.58,35.0,26.0,-2.3,-0.4,-0.7,WSH,687.6,26.0,9.0,272.0,18.59,28.0,11.0,1.5,0.2,0.5,5.995528455284550,6.172642276422760,2.7951219512195100,11.515151515151500
82,82,8,quinn hughes,D,"VAN
                     VAN",21,6,7850000.0,VAN,2001.58,7.0,36.0,368.0,7.39,45.0,56.0,20.5,3.5,6.6,VAN,2024.17,17.0,35.0,540.0,11.27,52.0,43.0,24.9,4.1,7.9,VAN,1189.33,14.0,25.0,356.0,6.4,58.0,19.0,16.9,2.8,5.2,8.13650406504065,8.228333333333330,4.834674796747970,9.401197604790420
83,83,9,adam pelech,D,"NYI
                     NYI",26,8,5750000.0,NYI,1320.78,6.0,6.0,229.0,4.87,38.0,31.0,3.9,0.7,1.3,NYI,1176.6,1.0,8.0,188.0,3.52,31.0,14.0,9.2,1.5,2.9,NYI,759.4,0.0,3.0,165.0,2.69,37.0,19.0,0.2,0.0,0.1,5.3690243902439000,4.782926829268290,3.086991869918700,6.571428571428570
84,84,10,kirill kaprizov,LW,"MIN
                     MIN",23,5,9000000.0,MIN,1414.28,40.0,26.0,497.0,35.42,54.0,50.0,12.6,2.1,4.1,MIN,1618.27,46.0,33.0,582.0,38.95,73.0,38.0,23.3,3.8,7.4,MIN,829.3,23.0,20.0,271.0,19.71,52.0,10.0,10.0,1.6,3.1,5.7491056910569100,6.578333333333330,3.371138211382110,11.363636363636400
85,85,T11,joel eriksson ek,C,"MIN
                     MIN",23,8,5250000.0,MIN,1482.25,23.0,22.0,397.0,34.87,14.0,44.0,11.1,1.9,3.6,MIN,1580.62,30.0,15.0,425.0,42.63,17.0,37.0,17.0,2.8,5.4,MIN,806.12,9.0,7.0,182.0,15.01,28.0,13.0,5.4,0.9,1.7,6.025406504065040,6.425284552845530,3.2769105691056900,6.441717791411040
86,86,T11,jonas brodin,D,"MIN
                     MIN",27,7,6000000.0,MIN,1371.88,3.0,2.0,180.0,4.23,23.0,27.0,7.4,1.3,2.4,MIN,1449.08,7.0,7.0,233.0,5.78,21.0,26.0,11.1,1.8,3.5,MIN,777.72,4.0,3.0,124.0,1.68,39.0,13.0,5.1,0.8,1.6,5.576747967479680,5.890569105691060,3.161463414634150,7.339449541284400
87,87,13,ryan nugent-hopkins,C,"EDM
                     EDM",27,8,5125000.0,EDM,1623.48,37.0,28.0,328.0,29.68,31.0,56.0,19.5,3.3,6.3,EDM,1569.93,18.0,29.0,369.0,26.54,34.0,61.0,9.9,1.6,3.1,EDM,1028.32,15.0,14.0,204.0,16.81,35.0,20.0,3.5,0.6,1.1,6.599512195121950,6.381829268292680,4.180162601626020,6.269113149847090
88,88,14,brendan gallagher,RW,"MTL
                     MTL",28,6,6500000.0,MTL,528.42,8.0,5.0,177.0,9.99,17.0,5.0,1.9,0.3,0.6,MTL,1061.88,16.0,10.0,296.0,22.57,27.0,28.0,-2.7,-0.4,-0.8,MTL,767.57,14.0,4.0,213.0,17.67,41.0,12.0,3.6,0.6,1.1,2.1480487804878000,4.316585365853660,3.1202032520325200,7.878787878787880
89,89,15,zach hyman,C,"EDM
                     EDM",28,7,5500000.0,EDM,1591.85,36.0,27.0,431.0,50.35,30.0,33.0,23.5,4.0,7.6,EDM,1560.02,54.0,11.0,489.0,57.33,19.0,35.0,28.6,4.7,9.1,EDM,968.93,19.0,10.0,251.0,29.66,33.0,10.0,10.9,1.8,3.4,6.470934959349590,6.341544715447160,3.9387398373983700,6.58682634730539
90,90,16,phillip danault,C,"LAK
                     LAK",27,6,5500000.0,L.A,1503.2,18.0,20.0,252.0,18.62,32.0,27.0,3.6,0.6,1.2,L.A,1405.38,17.0,20.0,278.0,19.74,38.0,22.0,9.3,1.5,3.0,L.A,927.37,5.0,17.0,153.0,10.71,56.0,19.0,4.1,0.7,1.3,6.110569105691060,5.712926829268290,3.76979674796748,6.2857142857142900
91,91,17,drake batherson,C,"OTT
                     OTT",22,6,4975000.0,OTT,1525.7,22.0,25.0,443.0,33.42,38.0,38.0,5.0,0.8,1.6,OTT,1490.22,28.0,29.0,391.0,24.79,40.0,46.0,7.1,1.2,2.3,OTT,1034.48,16.0,17.0,234.0,15.38,40.0,17.0,2.2,0.4,0.7,6.202032520325200,6.057804878048780,4.20520325203252,6.281565656565660
92,92,18,blake coleman,C,"CGY
                     CGY",29,6,4900000.0,CGY,1246.82,18.0,12.0,331.0,26.2,32.0,36.0,1.2,0.2,0.4,CGY,1336.38,30.0,10.0,345.0,28.92,34.0,43.0,6.2,1.0,2.0,CGY,973.13,12.0,12.0,260.0,20.3,54.0,25.0,2.3,0.4,0.7,5.068373983739840,5.432439024390240,3.955813008130080,6.012269938650310
93,93,19,jaden schwartz,LW,"SEA
                     SEA",28,5,5500000.0,SEA,1237.08,21.0,12.0,291.0,25.13,31.0,44.0,-4.1,-0.7,-1.3,SEA,1014.47,13.0,9.0,210.0,17.37,21.0,40.0,4.9,0.8,1.5,SEA,1036.07,18.0,9.0,246.0,19.25,38.0,32.0,5.3,0.9,1.6,5.028780487804880,4.123861788617890,4.211666666666670,6.727828746177370
94,94,20,oliver bjorkstrand,RW,"SEA
                     SEA",25,5,5400000.0,SEA,1265.5,20.0,12.0,358.0,23.77,20.0,56.0,4.2,0.7,1.4,SEA,1327.0,20.0,19.0,428.0,19.3,24.0,63.0,15.1,2.5,4.8,SEA,868.83,15.0,17.0,223.0,11.31,47.0,18.0,6.1,1.0,1.9,5.144308943089430,5.39430894308943,3.5318292682926800,6.605504587155960
95,95,21,john marino,D,"UTA
                     UTA",23,6,4400000.0,N.J,1348.57,4.0,11.0,145.0,4.4,38.0,43.0,4.0,0.7,1.3,N.J,1571.85,4.0,7.0,154.0,5.33,33.0,41.0,3.3,0.5,1.1,UTA,306.3,0.0,3.0,36.0,1.12,17.0,3.0,1.3,0.2,0.4,5.481991869918700,6.389634146341460,1.2451219512195100,5.333333333333330
96,96,22,jeff petry,D,"DET
                     DET",33,4,6250000.0,PIT,1362.93,5.0,8.0,253.0,5.58,36.0,23.0,5.5,0.9,1.8,DET,1372.05,3.0,8.0,198.0,4.06,40.0,10.0,4.2,0.7,1.3,DET,652.65,2.0,3.0,85.0,1.48,40.0,10.0,1.4,0.2,0.4,5.540365853658540,5.577439024390240,2.6530487804878000,7.48502994011976
97,97,23,conor garland,RW,"VAN
                     VAN",24,5,4950000.0,VAN,1224.22,17.0,13.0,280.0,17.47,37.0,46.0,8.6,1.4,2.8,VAN,1192.15,20.0,18.0,361.0,20.37,9.0,51.0,20.2,3.3,6.4,VAN,1044.33,14.0,12.0,231.0,17.09,46.0,16.0,8.9,1.5,2.8,4.9765040650406500,4.846138211382110,4.245243902439020,5.6571428571428600
98,98,24,brandon carlo,D,"BOS
                     BOS",24,6,4100000.0,BOS,1411.87,3.0,6.0,174.0,5.62,21.0,28.0,14.3,2.4,4.6,BOS,1512.65,4.0,8.0,174.0,2.57,35.0,23.0,4.3,0.7,1.4,BOS,1044.45,1.0,1.0,141.0,2.39,74.0,13.0,1.3,0.2,0.4,5.739308943089430,6.148983739837400,4.2457317073170700,5.1767676767676800
99,99,25,taylor hall,LW,"CAR
                     CAR",29,4,6000000.0,BOS,971.62,16.0,10.0,256.0,18.17,41.0,24.0,6.6,1.1,2.1,CHI,163.3,2.0,2.0,44.0,1.83,3.0,5.0,-1.1,-0.2,-0.4,CAR,88.52,0.0,1.0,23.0,1.21,2.0,2.0,1.4,0.2,0.4,3.949674796747970,0.6638211382113820,0.3598373983739840,7.361963190184050
100,100,25,taylor hall,LW,"CAR
                     CAR",29,4,6000000.0,BOS,971.62,16.0,10.0,256.0,18.17,41.0,24.0,6.6,1.1,2.1,CHI,163.3,2.0,2.0,44.0,1.83,3.0,5.0,-1.1,-0.2,-0.4,CAR,88.52,0.0,1.0,23.0,1.21,2.0,2.0,1.3,0.2,0.4,3.949674796747970,0.6638211382113820,0.3598373983739840,7.339449541284400
101,101,25,taylor hall,LW,"CAR
                     CAR",29,4,6000000.0,BOS,971.62,16.0,10.0,256.0,18.17,41.0,24.0,6.6,1.1,2.1,CHI,163.3,2.0,2.0,44.0,1.83,3.0,5.0,-1.1,-0.2,-0.4,CHI,689.4,9.0,10.0,170.0,8.46,40.0,25.0,1.4,0.2,0.4,3.949674796747970,0.6638211382113820,2.802439024390240,7.339449541284400
102,102,25,taylor hall,LW,"CAR
                     CAR",29,4,6000000.0,BOS,971.62,16.0,10.0,256.0,18.17,41.0,24.0,6.6,1.1,2.1,CHI,163.3,2.0,2.0,44.0,1.83,3.0,5.0,-1.1,-0.2,-0.4,CHI,689.4,9.0,10.0,170.0,8.46,40.0,25.0,1.3,0.2,0.4,3.949674796747970,0.6638211382113820,2.802439024390240,7.2727272727272700
103,103,26,neal pionk,D,"WPG
                     WPG",25,4,5875000.0,WPG,1799.07,10.0,7.0,296.0,7.34,51.0,29.0,-5.8,-1.0,-1.9,WPG,1707.97,5.0,6.0,307.0,6.74,55.0,34.0,-0.9,-0.2,-0.3,WPG,1243.33,8.0,17.0,237.0,4.44,61.0,26.0,7.2,1.2,2.2,7.313292682926830,6.942967479674800,5.054186991869920,7.0359281437125700
104,104,27,pavel buchnevich,LW,"STL
                     STL",25,4,5800000.0,STL,1225.53,26.0,28.0,226.0,17.63,31.0,35.0,14.9,2.5,4.8,STL,1585.92,27.0,21.0,390.0,30.27,50.0,47.0,12.4,2.0,4.0,STL,1023.43,11.0,12.0,206.0,15.68,53.0,10.0,1.5,0.2,0.5,4.981829268292680,6.446829268292680,4.160284552845530,6.628571428571430
105,105,28,jamie oleksiak,D,"SEA
                     SEA",28,5,4600000.0,SEA,1444.05,9.0,6.0,161.0,3.63,38.0,42.0,2.8,0.5,0.9,SEA,1611.18,2.0,4.0,213.0,5.54,29.0,33.0,4.8,0.8,1.5,SEA,1080.85,4.0,5.0,134.0,3.19,66.0,11.0,-4.2,-0.7,-1.3,5.870121951219510,6.549512195121950,4.39369918699187,5.808080808080810
106,106,29,barclay goodrow,LW,"SJS
                     SJS",27,6,3641667.0,NYR,1162.0,11.0,12.0,158.0,10.71,33.0,30.0,-0.6,-0.1,-0.2,NYR,1005.13,4.0,6.0,121.0,8.07,17.0,29.0,-2.7,-0.4,-0.9,S.J,731.17,4.0,2.0,97.0,6.37,39.0,21.0,-11.2,-1.8,-3.5,4.723577235772360,4.0858943089430900,2.9722357723577200,4.468303067484660
107,107,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,NSH,1079.58,9.0,18.0,170.0,15.91,30.0,30.0,-5.5,-0.9,-1.8,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,DAL,69.52,0.0,3.0,10.0,0.49,4.0,1.0,-3.2,-0.5,-1.0,4.388536585365850,5.878861788617890,0.28260162601626000,6.116207951070340
108,108,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,NSH,1079.58,9.0,18.0,170.0,15.91,30.0,30.0,-5.5,-0.9,-1.8,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,S.J,1084.52,15.0,24.0,236.0,12.21,57.0,13.0,-3.2,-0.5,-1.0,4.388536585365850,5.878861788617890,4.408617886178860,6.116207951070340
109,109,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,NSH,1079.58,9.0,18.0,170.0,15.91,30.0,30.0,2.2,0.4,0.7,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,DAL,69.52,0.0,3.0,10.0,0.49,4.0,1.0,-3.2,-0.5,-1.0,4.388536585365850,5.878861788617890,0.28260162601626000,6.0606060606060600
110,110,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,NSH,1079.58,9.0,18.0,170.0,15.91,30.0,30.0,2.2,0.4,0.7,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,S.J,1084.52,15.0,24.0,236.0,12.21,57.0,13.0,-3.2,-0.5,-1.0,4.388536585365850,5.878861788617890,4.408617886178860,5.9880239520958100
111,111,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,PIT,327.37,1.0,2.0,52.0,3.42,3.0,8.0,-5.5,-0.9,-1.8,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,DAL,69.52,0.0,3.0,10.0,0.49,4.0,1.0,-3.2,-0.5,-1.0,1.3307723577235800,5.878861788617890,0.28260162601626000,5.714285714285710
112,112,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,PIT,327.37,1.0,2.0,52.0,3.42,3.0,8.0,-5.5,-0.9,-1.8,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,S.J,1084.52,15.0,24.0,236.0,12.21,57.0,13.0,-3.2,-0.5,-1.0,1.3307723577235800,5.878861788617890,4.408617886178860,6.313131313131310
113,113,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,PIT,327.37,1.0,2.0,52.0,3.42,3.0,8.0,2.2,0.4,0.7,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,DAL,69.52,0.0,3.0,10.0,0.49,4.0,1.0,-3.2,-0.5,-1.0,1.3307723577235800,5.878861788617890,0.28260162601626000,6.134969325153370
114,114,T30,mikael granlund,C,"DAL
                     DAL",28,4,5000000.0,PIT,327.37,1.0,2.0,52.0,3.42,3.0,8.0,2.2,0.4,0.7,S.J,1446.2,12.0,24.0,258.0,16.12,21.0,49.0,5.2,0.9,1.7,S.J,1084.52,15.0,24.0,236.0,12.21,57.0,13.0,-3.2,-0.5,-1.0,1.3307723577235800,5.878861788617890,4.408617886178860,6.116207951070340
115,115,T30,kyle palmieri,RW,"NYI
                     NYI",29,4,5000000.0,NYI,940.42,16.0,12.0,239.0,16.03,20.0,13.0,6.0,1.0,1.9,NYI,1411.08,30.0,10.0,385.0,35.28,37.0,21.0,6.7,1.1,2.1,NYI,1003.52,16.0,11.0,217.0,12.83,28.0,15.0,3.9,0.6,1.2,3.822845528455280,5.736097560975610,4.079349593495940,6.116207951070340
116,116,32,sam bennett,C,"FLA
                     FLA",24,4,4425000.0,FLA,1096.67,16.0,15.0,320.0,23.93,40.0,38.0,4.9,0.8,1.6,FLA,1146.08,20.0,13.0,350.0,24.53,27.0,40.0,9.2,1.5,2.9,FLA,940.0,18.0,12.0,308.0,21.09,28.0,19.0,3.2,0.5,1.0,4.458008130081300,4.658861788617890,3.8211382113821100,5.363636363636360
117,117,33,adam lowry,LW,"WPG
                     WPG",27,5,3250000.0,WPG,1283.8,13.0,13.0,209.0,20.74,24.0,28.0,0.2,0.0,0.1,WPG,1304.43,12.0,15.0,236.0,21.63,17.0,38.0,5.8,0.9,1.8,WPG,739.23,11.0,7.0,132.0,9.73,29.0,16.0,1.7,0.3,0.5,5.218699186991870,5.302560975609760,3.005,3.8922155688622800
118,118,T34,alex iafallo,C,"WPG
                     WPG",27,4,4000000.0,L.A,961.7,14.0,13.0,218.0,14.41,9.0,28.0,9.2,1.6,3.0,WPG,1255.7,11.0,10.0,249.0,17.54,20.0,28.0,6.5,1.1,2.1,WPG,722.85,8.0,9.0,129.0,8.24,24.0,20.0,7.4,1.2,2.3,3.9093495934959400,5.104471544715450,2.9384146341463400,4.571428571428570
119,119,T34,adam larsson,D,"SEA
                     SEA",28,4,4000000.0,SEA,1938.63,8.0,12.0,299.0,7.19,30.0,32.0,3.4,0.6,1.1,SEA,1858.55,4.0,5.0,304.0,7.45,18.0,22.0,-4.3,-0.7,-1.4,SEA,1198.32,3.0,4.0,180.0,3.88,39.0,20.0,4.4,0.7,1.4,7.880609756097560,7.555081300813010,4.871219512195120,5.05050505050505
120,120,T34,jake mccabe,D,"TOR
                     TOR",27,4,4000000.0,CHI,1071.42,2.0,8.0,125.0,2.73,24.0,29.0,8.8,1.5,2.8,TOR,1507.93,8.0,9.0,187.0,4.59,49.0,16.0,6.4,1.1,2.0,TOR,977.33,1.0,4.0,129.0,1.93,49.0,5.0,8.8,1.4,2.7,4.355365853658540,6.12979674796748,3.972886178861790,4.9079754601227000
121,121,T34,jake mccabe,D,"TOR
                     TOR",27,4,4000000.0,CHI,1071.42,2.0,8.0,125.0,2.73,24.0,29.0,4.0,0.7,1.3,TOR,1507.93,8.0,9.0,187.0,4.59,49.0,16.0,6.4,1.1,2.0,TOR,977.33,1.0,4.0,129.0,1.93,49.0,5.0,8.8,1.4,2.7,4.355365853658540,6.12979674796748,3.972886178861790,4.892966360856270
122,122,T34,jake mccabe,D,"TOR
                     TOR",27,4,4000000.0,TOR,408.87,1.0,2.0,60.0,1.41,18.0,3.0,8.8,1.5,2.8,TOR,1507.93,8.0,9.0,187.0,4.59,49.0,16.0,6.4,1.1,2.0,TOR,977.33,1.0,4.0,129.0,1.93,49.0,5.0,8.8,1.4,2.7,1.6620731707317100,6.12979674796748,3.972886178861790,4.892966360856270
123,123,T34,jake mccabe,D,"TOR
                     TOR",27,4,4000000.0,TOR,408.87,1.0,2.0,60.0,1.41,18.0,3.0,4.0,0.7,1.3,TOR,1507.93,8.0,9.0,187.0,4.59,49.0,16.0,6.4,1.1,2.0,TOR,977.33,1.0,4.0,129.0,1.93,49.0,5.0,8.8,1.4,2.7,1.6620731707317100,6.12979674796748,3.972886178861790,4.848484848484850
124,124,T37,scott laughton,C,"PHI
                     PHI",26,5,3000000.0,PHI,1426.6,18.0,13.0,278.0,16.83,42.0,35.0,-1.8,-0.3,-0.6,PHI,1284.15,13.0,16.0,285.0,16.35,26.0,19.0,-10.9,-1.8,-3.5,PHI,798.52,11.0,10.0,175.0,13.13,42.0,14.0,2.7,0.4,0.8,5.799186991869920,5.220121951219510,3.2460162601626000,3.592814371257490
125,125,T37,casey cizikas,C,"NYI
                     NYI",29,6,2500000.0,NYI,1177.37,6.0,10.0,189.0,13.48,28.0,35.0,-6.2,-1.0,-2.0,NYI,975.87,10.0,5.0,142.0,10.17,25.0,25.0,1.0,0.2,0.3,NYI,706.28,4.0,4.0,117.0,7.08,26.0,13.0,-0.8,-0.1,-0.2,4.786056910569110,3.966951219512200,2.8710569105691100,2.857142857142860
126,126,39,david savard,D,"MTL
                     MTL",30,4,3500000.0,MTL,1387.78,3.0,6.0,123.0,2.56,61.0,15.0,-10.4,-1.8,-3.3,MTL,1214.48,6.0,6.0,118.0,2.2,46.0,12.0,0.7,0.1,0.2,MTL,887.95,1.0,3.0,80.0,1.47,36.0,12.0,-1.7,-0.3,-0.5,5.641382113821140,4.936910569105690,3.6095528455284600,4.41919191919192
127,127,40,joel armia,RW,"MTL
                     MTL",28,4,3400000.0,MTL,642.68,7.0,3.0,126.0,8.96,13.0,18.0,-8.9,-1.5,-2.9,MTL,1026.4,17.0,5.0,222.0,12.46,34.0,30.0,9.7,1.6,3.1,MTL,818.7,10.0,11.0,185.0,10.39,29.0,15.0,-0.4,-0.1,-0.1,2.612520325203250,4.172357723577240,3.328048780487810,4.171779141104290
128,128,41,mike hoffman,LW,"SJS
                     SJS",31,3,4500000.0,MTL,1050.13,14.0,12.0,261.0,13.79,41.0,19.0,1.2,0.2,0.4,S.J,906.28,10.0,4.0,160.0,8.62,12.0,31.0,-1.6,-0.3,-0.5,,,,,,,,,,,,4.268821138211380,3.684065040650410,,5.5045871559633000
129,129,42,cody ceci,D,"DAL
                     DAL",27,4,3250000.0,EDM,1610.75,1.0,4.0,192.0,4.33,39.0,20.0,-2.4,-0.4,-0.8,EDM,1581.78,5.0,7.0,201.0,4.61,20.0,25.0,3.1,0.5,1.0,DAL,83.95,0.0,1.0,13.0,0.16,0.0,0.0,-8.8,-1.4,-2.7,6.5477642276422800,6.43,0.34126016260162600,3.9755351681957200
130,130,42,cody ceci,D,"DAL
                     DAL",27,4,3250000.0,EDM,1610.75,1.0,4.0,192.0,4.33,39.0,20.0,-2.4,-0.4,-0.8,EDM,1581.78,5.0,7.0,201.0,4.61,20.0,25.0,3.1,0.5,1.0,S.J,1175.68,4.0,3.0,135.0,2.16,53.0,16.0,-8.8,-1.4,-2.7,6.5477642276422800,6.43,4.779186991869920,3.939393939393940
131,131,43,brock mcginn,LW,"ANA
                     ANA",26,4,2750000.0,ANA,186.17,2.0,0.0,29.0,1.88,4.0,2.0,-0.5,-0.1,-0.2,ANA,265.88,1.0,0.0,42.0,2.97,4.0,4.0,0.5,0.1,0.2,ANA,304.42,4.0,2.0,48.0,4.84,8.0,7.0,2.9,0.5,0.9,0.7567886178861790,1.0808130081300800,1.237479674796750,3.293413173652700
132,132,43,brock mcginn,LW,"ANA
                     ANA",26,4,2750000.0,ANA,186.17,2.0,0.0,29.0,1.88,4.0,2.0,2.7,0.5,0.9,ANA,265.88,1.0,0.0,42.0,2.97,4.0,4.0,0.5,0.1,0.2,ANA,304.42,4.0,2.0,48.0,4.84,8.0,7.0,2.9,0.5,0.9,0.7567886178861790,1.0808130081300800,1.237479674796750,3.1428571428571400
133,133,43,brock mcginn,LW,"ANA
                     ANA",26,4,2750000.0,PIT,791.38,10.0,3.0,127.0,7.48,15.0,21.0,-0.5,-0.1,-0.2,ANA,265.88,1.0,0.0,42.0,2.97,4.0,4.0,0.5,0.1,0.2,ANA,304.42,4.0,2.0,48.0,4.84,8.0,7.0,2.9,0.5,0.9,3.216991869918700,1.0808130081300800,1.237479674796750,3.4722222222222200
134,134,43,brock mcginn,LW,"ANA
                     ANA",26,4,2750000.0,PIT,791.38,10.0,3.0,127.0,7.48,15.0,21.0,2.7,0.5,0.9,ANA,265.88,1.0,0.0,42.0,2.97,4.0,4.0,0.5,0.1,0.2,ANA,304.42,4.0,2.0,48.0,4.84,8.0,7.0,2.9,0.5,0.9,3.216991869918700,1.0808130081300800,1.237479674796750,3.374233128834360
135,135,T44,sean kuraly,C,"CBJ
                     CBJ",27,4,2500000.0,CBJ,1070.22,11.0,6.0,183.0,12.38,17.0,30.0,-2.0,-0.3,-0.6,CBJ,851.58,9.0,7.0,167.0,8.8,16.0,16.0,1.0,0.2,0.3,CBJ,642.18,4.0,6.0,115.0,5.88,33.0,9.0,3.1,0.5,1.0,4.350487804878050,3.4617073170731700,2.6104878048780500,3.058103975535170
136,136,T44,tucker poolman,D,"COL
                     COL",27,4,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.058103975535170
137,137,46,nolan patrick,C,"VGK
                     VGK",22,2,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4545454545454500
138,138,47,boris katchouk,LW,"OTT
                     OTT",22,3,758333.0,CHI,701.2,5.0,7.0,138.0,7.59,17.0,24.0,-3.0,-0.5,-1.0,CHI,473.27,5.0,2.0,81.0,5.18,13.0,18.0,-0.4,-0.1,-0.1,,,,,,,,,,,,2.850406504065040,1.9238617886178900,,0.9081832335329340
139,139,47,boris katchouk,LW,"OTT
                     OTT",22,3,758333.0,CHI,701.2,5.0,7.0,138.0,7.59,17.0,24.0,-3.0,-0.5,-1.0,CHI,473.27,5.0,2.0,81.0,5.18,13.0,18.0,1.4,0.2,0.4,,,,,,,,,,,,2.850406504065040,1.9238617886178900,,0.8666662857142860
