"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Jason Zucker","23-24","ARI","L",51,716,1.9,-0.1,1.5,0,-0.1,0.4,3.4,-0.1,0.3,3.6,0.6,1.1
"Jason Zucker","23-24","NSH","L",18,237.8,0.7,-0.3,-0.6,0,-0.2,-0.1,0.1,-0.3,-0.3,-0.6,-0.1,-0.2
"Jaycob Megna","23-24","CHI","D",44,771,-1.6,0.6,0,0.5,-0.4,-0.6,-1.6,1,-1,-1.6,-0.3,-0.5
"Jayden Struble","23-24","MTL","D",56,902.3,-1,-4.8,0,0.8,-0.3,0.2,-1.1,-4,-0.1,-5.1,-0.8,-1.6
"Jean-Gabriel Pageau","23-24","NYI","C",82,1304.5,1.2,-0.4,-0.8,0.2,2.4,-1.5,0.4,-0.2,0.9,1.1,0.2,0.3
"Jeff Carter","23-24","PIT","C",72,905.1,-3.7,-0.6,-1.2,-2,0.9,-1,-4.9,-2.6,-0.1,-7.6,-1.2,-2.4
"Jeff Petry","23-24","DET","D",73,1372,2.3,2.8,-0.6,0,-0.2,0,1.7,2.7,-0.2,4.2,0.7,1.3
"Jeff Skinner","23-24","BUF","L",74,1183.7,6.6,-8.3,1.7,0,1,0.3,8.3,-8.3,1.3,1.2,0.2,0.4
"Jeremy Lauzon","23-24","NSH","D",79,1470.5,-3.3,0.5,0.1,-2.8,-1.3,2,-3.2,-2.3,0.7,-4.9,-0.8,-1.5
"Jesper Boqvist","23-24","BOS","C",47,524,2,3.2,0,0,0.5,-0.6,2,3.2,-0.1,5.1,0.8,1.6
"Jesper Bratt","23-24","N.J","L",82,1583.2,18.5,-3.3,5.5,0.4,2.6,0,24,-3,2.6,23.6,3.9,7.5
"Jesper Fast","23-24","CAR","R",73,920.1,-4.4,3.9,0,0.1,0.7,0.5,-4.4,4.1,1.2,0.9,0.1,0.3
"Jesperi Kotkaniemi","23-24","CAR","C",79,1026.2,1.3,-2.9,0.5,0,-0.7,0,1.8,-2.9,-0.7,-1.8,-0.3,-0.6
"Jesse Puljujarvi","23-24","PIT","R",22,202.2,1.9,0.4,0,0,-0.1,-0.4,1.9,0.4,-0.5,1.9,0.3,0.6
"Jesse Ylonen","23-24","MTL","R",59,604,1.2,-1.6,-0.7,-1.5,0.1,-0.5,0.5,-3.1,-0.5,-3,-0.5,-1
"Jimmy Vesey","23-24","NYR","L",80,990.1,-0.4,0.7,0.5,0.4,1.4,-0.5,0.1,1.1,0.9,2.1,0.3,0.7
"Jiri Smejkal","23-24","OTT","L",20,189.6,-2.1,0.3,-0.5,0,0,0,-2.6,0.3,0,-2.3,-0.4,-0.7
"Jj Peterka","23-24","BUF","R",82,1344.2,10.8,1.5,-1.2,0,1.6,2.3,9.6,1.5,3.8,15,2.5,4.8
"Joe Pavelski","23-24","DAL","C",82,1378.4,5.4,-0.1,4.2,0,1.3,0.9,9.6,-0.1,2.2,11.6,1.9,3.7
"Joe Veleno","23-24","DET","C",80,1116.5,-0.6,0.8,2,0.1,0.8,0.2,1.4,0.9,1,3.3,0.5,1
"Joel Armia","23-24","MTL","R",66,1026.4,3.2,3.4,0,3.5,-0.7,0.4,3.2,6.8,-0.3,9.7,1.6,3.1
"Joel Edmundson","23-24","TOR","D",9,160.2,1.5,-0.5,0,0.1,0,0.2,1.5,-0.4,0.2,1.2,0.2,0.4
"Joel Edmundson","23-24","WSH","D",44,723.1,0.7,-1.9,0,0.9,0.4,-0.6,0.7,-1,-0.2,-0.5,-0.1,-0.2
"Joel Eriksson Ek","23-24","MIN","C",77,1580.6,11.5,1.9,5.5,-3.3,-0.4,2,16.9,-1.5,1.5,17,2.8,5.4
"Joel Farabee","23-24","PHI","L",82,1326.8,6.1,-2,-1.5,0,1,-0.8,4.6,-2,0.2,2.7,0.4,0.9
"Joel Hanley","23-24","CGY","D",10,145.3,-0.4,2.3,0,0.1,0.1,0,-0.4,2.5,0.2,2.3,0.4,0.7
"Joel Hanley","23-24","DAL","D",32,438.3,-1.8,0.8,0,0.1,-0.9,-0.5,-1.8,0.9,-1.3,-2.2,-0.4,-0.7
"Joel Kiviranta","23-24","COL","L",56,551,0.4,1.1,0,-1.1,0.1,1,0.5,0,1.1,1.6,0.3,0.5
"Joey Anderson","23-24","CHI","R",55,745.1,4,4.1,0,1.1,0.9,-1,4,5.1,-0.1,9.1,1.5,2.9
"John Beecher","23-24","BOS","C",52,552.4,0.3,-0.2,0,0.5,0.1,-0.8,0.3,0.2,-0.7,-0.2,0,-0.1
"John Carlson","23-24","WSH","D",82,2123.1,3.1,-1.1,1.2,-3.9,2,0.8,4.3,-5,2.9,2.1,0.3,0.7
"John Klingberg","23-24","TOR","D",14,287.7,-0.4,-3.6,-0.2,0,-0.1,-0.1,-0.6,-3.6,-0.2,-4.4,-0.7,-1.4
"John Ludvig","23-24","PIT","D",33,389.6,-0.7,1.7,0,0.1,-0.1,0.1,-0.7,1.7,0,1,0.2,0.3
"John Marino","23-24","N.J","D",75,1571.8,0.6,-0.1,-0.2,1.2,1.2,0.7,0.4,1.1,1.9,3.3,0.5,1.1
"John Tavares","23-24","TOR","C",80,1429.2,3.4,1.2,1.9,0,0.9,0.8,5.3,1.2,1.8,8.3,1.4,2.6
"Johnathan Kovacevic","23-24","MTL","D",62,1024.1,4.3,0,0,1.5,-0.2,0,4.3,1.5,-0.3,5.6,0.9,1.8
"Johnny Gaudreau","23-24","CBJ","L",81,1523.8,8.3,-3.4,0.2,0,2.3,0.2,8.6,-3.4,2.5,7.7,1.3,2.4
"Jon Merrill","23-24","MIN","D",65,830.7,0,1.8,0,-0.1,-0.8,-0.1,0,1.6,-0.9,0.7,0.1,0.2
"Jonah Gadjovich","23-24","FLA","L",39,289.8,-0.4,-0.6,0,0,-0.8,0.7,-0.4,-0.6,-0.1,-1.1,-0.2,-0.3
"Jonas Brodin","23-24","MIN","D",62,1449.1,3.1,7.1,-0.7,0.5,1.5,-0.5,2.4,7.6,1.1,11.1,1.8,3.5
"Jonas Rondbjerg","23-24","VGK","R",20,225.5,-2.4,0.6,0,0,0.5,-0.5,-2.4,0.6,0,-1.7,-0.3,-0.5
"Jonas Siegenthaler","23-24","N.J","D",57,1102.3,-7.3,-2.1,0,-1.9,0.5,-0.1,-7.3,-4,0.4,-10.9,-1.8,-3.5
"Jonatan Berggren","23-24","DET","R",12,130.3,2.6,-1,0.1,0,0.1,0.8,2.7,-1,0.9,2.6,0.4,0.8
"Jonathan Drouin","23-24","COL","L",79,1436.6,10.5,1.2,3.8,0,0.8,-0.9,14.2,1.2,-0.1,15.4,2.5,4.9
"Jonathan Gruden","23-24","PIT","C",13,112.8,-1,0.3,0,-0.2,0.3,-0.1,-1,0.2,0.2,-0.6,-0.1,-0.2
"Jonathan Huberdeau","23-24","CGY","C",81,1411.2,-0.3,-1.1,3.1,0,0.1,-0.6,2.8,-1.1,-0.5,1.2,0.2,0.4
"Jonathan Marchessault","23-24","VGK","R",82,1467.4,6.1,-1.6,0.8,0,0.2,-1.1,6.9,-1.6,-0.8,4.4,0.7,1.4
"Jonny Brodzinski","23-24","NYR","C",57,634.3,4.2,0.3,-0.3,0,0.7,-0.1,3.9,0.3,0.6,4.8,0.8,1.5
"Jordan Eberle","23-24","SEA","R",78,1360.7,9.1,3,-1.1,0,2,-0.8,8.1,3,1.3,12.4,2,3.9
"Jordan Greenway","23-24","BUF","L",67,1155.7,1.6,2.3,-1.3,0.8,0.1,-1.5,0.3,3.2,-1.4,2.1,0.4,0.7
"Jordan Harris","23-24","MTL","D",56,978.4,0.4,1.2,0,-0.3,0.1,0.5,0.3,0.9,0.6,1.8,0.3,0.6
"Jordan Kyrou","23-24","STL","C",82,1503.2,7.7,2.9,1.1,0,1.2,-0.4,8.8,2.9,0.8,12.5,2,4
"Jordan Martinook","23-24","CAR","L",82,1201,2.6,5.1,-0.1,1.6,-0.1,0.3,2.6,6.6,0.2,9.4,1.5,3
"Jordan Oesterle","23-24","CGY","D",22,297.4,-0.1,-0.5,0,0,0.5,-0.1,-0.1,-0.5,0.3,-0.3,0,-0.1
"Jordan Spence","23-24","L.A","D",71,1024.3,7.6,0.2,0.5,0,1.2,-0.6,8.1,0.2,0.6,8.9,1.5,2.8
"Jordan Staal","23-24","CAR","C",80,1230.3,-3.1,4.5,0,0,-1,-0.8,-3.1,4.4,-1.8,-0.5,-0.1,-0.2
"Josh Anderson","23-24","MTL","R",78,1206.2,0.5,-5.9,-2,-0.2,0.4,1.1,-1.5,-6.1,1.5,-6.1,-1,-1.9
"Josh Brown","23-24","ARI","D",51,752.3,4.8,-5.9,0,-0.8,-0.2,-0.4,4.8,-6.7,-0.6,-2.5,-0.4,-0.8
"Josh Doan","23-24","ARI","R",11,135.4,3,0.6,0,0,0.3,0.1,3,0.6,0.4,4,0.7,1.3
"Josh Mahura","23-24","FLA","D",30,377.8,0.6,1.2,0,0.4,-0.3,0.4,0.6,1.6,0.1,2.3,0.4,0.7
"Josh Manson","23-24","COL","D",76,1351.5,3.2,1.4,0,-0.9,-1.1,1.3,3.2,0.5,0.1,3.9,0.6,1.2
"Josh Morrissey","23-24","WPG","D",81,1958.8,11.5,0.8,0.9,0.2,0.4,1.5,12.4,1.1,1.9,15.4,2.5,4.9
"Josh Norris","23-24","OTT","C",50,881.9,0.3,-1.8,-0.3,-0.1,0,1.4,0.1,-1.8,1.4,-0.4,-0.1,-0.1
"Joshua Roy","23-24","MTL","R",23,279.2,1.4,1.2,-0.4,0,0.6,-0.4,1,1.2,0.2,2.4,0.4,0.8
"Julien Gauthier","23-24","NYI","R",27,274.6,0.1,-1.2,0,0,-0.3,0.2,0.1,-1.2,-0.2,-1.3,-0.2,-0.4
"Juraj Slafkovsky","23-24","MTL","L",82,1470.7,5.3,-1.1,2.7,0,-0.9,-1.6,8,-1.1,-2.5,4.3,0.7,1.4
"Justin Bailey","23-24","S.J","R",59,665.6,3.5,3.9,-0.2,-0.1,1.1,0.6,3.4,3.8,1.7,8.8,1.4,2.8
"Justin Barron","23-24","MTL","D",48,894.1,-2.2,-0.1,-0.1,0.2,0.2,-0.3,-2.3,0.1,-0.1,-2.3,-0.4,-0.7
"Justin Brazeau","23-24","BOS","R",19,211.2,2,1.8,0.2,0,0.3,-0.1,2.2,1.8,0.2,4.2,0.7,1.3
"Justin Danforth","23-24","CBJ","R",71,1013.4,7.6,2.4,-1.4,-3.3,1,-0.7,6.2,-0.8,0.3,5.7,0.9,1.8
"Justin Faulk","23-24","STL","D",60,1317.7,2.4,0.2,0.6,0.2,0.6,-1,3,0.4,-0.4,3,0.5,0.9
"Justin Holl","23-24","DET","D",38,573.1,4.4,-1.5,0,0.6,-0.6,-0.3,4.4,-0.8,-0.8,2.8,0.5,0.9
"Justin Schultz","23-24","SEA","D",70,1153.1,-4.6,3.4,-0.9,0,0.2,-1.2,-5.5,3.4,-1,-3.1,-0.5,-1
"Juuso Parssinen","23-24","NSH","C",44,642.4,-4.7,-1.6,-0.8,0,0.6,1.4,-5.5,-1.6,2,-5.1,-0.8,-1.6
"Juuso Valimaki","23-24","ARI","D",68,1298.4,2.1,5.5,1.3,1.8,1.7,0.8,3.4,7.3,2.5,13.2,2.2,4.2
"K'Andre Miller","23-24","NYR","D",80,1725,2.6,1,0.1,1.1,1.1,0,2.7,2.1,1.1,5.9,1,1.9
"Kaapo Kakko","23-24","NYR","R",61,810,-1.6,-0.6,0,0,-0.3,-0.2,-1.6,-0.6,-0.5,-2.8,-0.5,-0.9
"Kaedan Korczak","23-24","VGK","D",26,429.1,2.3,1,0.3,0,0.2,-0.3,2.6,1,-0.1,3.5,0.6,1.1
"Kaiden Guhle","23-24","MTL","D",70,1459.6,2.6,4.4,0.1,1,-1.3,0.1,2.6,5.4,-1.1,6.9,1.1,2.2
"Kailer Yamamoto","23-24","SEA","R",59,707.5,-2.2,0.7,2.6,0,-0.2,-0.3,0.4,0.8,-0.5,0.6,0.1,0.2
"Kasperi Kapanen","23-24","STL","R",73,1050,0.9,0.1,-1.9,-2.7,1.1,-0.4,-1,-2.6,0.7,-2.9,-0.5,-0.9
"Keegan Kolesar","23-24","VGK","R",79,858.2,-1.4,0,0.1,1.1,0.2,-1.1,-1.4,1.1,-0.9,-1.2,-0.2,-0.4
"Kent Johnson","23-24","CBJ","C",42,568.8,3.6,1.4,-2.7,0,0.4,-0.3,0.8,1.4,0.1,2.3,0.4,0.7
"Kevin Bahl","23-24","N.J","D",82,1426.5,5.5,4.5,0,0.6,-1.9,-0.3,5.5,5.1,-2.2,8.5,1.4,2.7
"Kevin Fiala","23-24","L.A","L",82,1478.9,5.2,6.2,2.7,0,-1.4,0.3,8,6.2,-1.1,13.1,2.1,4.2
"Kevin Hayes","23-24","STL","R",79,1142.9,2.8,1.6,-0.9,-0.5,1.6,1.6,1.9,1.1,3.2,6.2,1,2
"Kevin Korchinski","23-24","CHI","D",76,1490.8,-4.1,-7.2,-0.5,0.3,1.3,-0.9,-4.6,-6.9,0.4,-11.1,-1.8,-3.5
"Kevin Labanc","23-24","S.J","R",46,534.6,-2.3,-2.1,0.1,0,-0.1,-0.4,-2.2,-2.1,-0.5,-4.8,-0.8,-1.5
"Kevin Rooney","23-24","CGY","C",33,370.1,0.9,-0.5,0,1.6,0.5,-0.1,0.8,1,0.4,2.2,0.4,0.7
"Kevin Shattenkirk","23-24","BOS","D",61,962.6,1.8,2.1,2.8,0.1,0.7,-0.7,4.6,2.2,0,6.8,1.1,2.2
"Kevin Stenlund","23-24","FLA","C",81,1020.9,-3.9,-0.1,-0.3,0.9,-2.1,-1.1,-4.2,0.8,-3.2,-6.6,-1.1,-2.1
"Kiefer Sherwood","23-24","NSH","L",68,827.6,5.8,-0.9,-1.1,1.3,-0.2,0.7,4.7,0.4,0.5,5.5,0.9,1.8
"Kirill Kaprizov","23-24","MIN","L",75,1618.3,15.6,1.6,4.6,0,0.2,1.1,20.3,1.6,1.4,23.3,3.8,7.4
"Kirill Marchenko","23-24","CBJ","R",78,1280.3,5,-1,5.4,0,1.6,-0.1,10.3,-1,1.5,10.9,1.8,3.5
"Klim Kostin","23-24","DET","C",33,287.4,-1.5,1,0,-0.1,-0.1,0.5,-1.5,0.9,0.3,-0.3,0,-0.1
"Klim Kostin","23-24","S.J","C",19,279.9,1.1,-0.1,0,0,-0.3,0.4,1.1,-0.1,0.2,1.2,0.2,0.4
"Kris Letang","23-24","PIT","D",82,2024.4,6.3,-2.2,-2.1,3,0.5,-0.4,4.2,0.8,0.1,5.1,0.8,1.6
"Kurtis MacDermid","23-24","COL","D",29,147.6,-0.6,-0.5,0,0,-0.9,0,-0.6,-0.5,-0.9,-2,-0.3,-0.6
"Kurtis MacDermid","23-24","N.J","L",16,69.8,-0.3,0.2,0,0,-0.8,-0.1,-0.3,0.2,-1,-1,-0.2,-0.3
"Kyle Burroughs","23-24","S.J","D",73,1397.6,-0.9,3.2,-0.7,0.7,-1.3,-0.1,-1.6,3.9,-1.4,0.9,0.2,0.3
"Kyle Connor","23-24","WPG","L",65,1282.1,3,-5.3,2.4,-0.1,2.6,-1.1,5.4,-5.4,1.5,1.5,0.2,0.5
"Kyle MacLean","23-24","NYI","C",32,323.3,0.5,1.3,0,0,0.2,0.5,0.5,1.3,0.6,2.4,0.4,0.8
"Kyle Okposo","23-24","BUF","R",61,830.5,-1.2,0.6,0.7,0.2,0.2,-0.6,-0.5,0.8,-0.5,-0.1,0,0
"Kyle Okposo","23-24","FLA","R",6,64.2,-0.5,-0.3,0,0,0,-0.1,-0.5,-0.3,-0.1,-0.9,-0.2,-0.3
"Kyle Palmieri","23-24","NYI","C",82,1411.1,4.6,-1.8,2.7,-0.4,0.6,0.9,7.3,-2.2,1.6,6.7,1.1,2.1
"Landon Slaggert","23-24","CHI","L",16,180.2,2.3,-2.5,0,0,0.2,0.1,2.3,-2.4,0.3,0.2,0,0.1
"Lars Eller","23-24","PIT","C",82,1309.2,0.6,4,-0.6,-1.1,0.1,0.9,0,2.9,0.9,3.9,0.6,1.2
"Lawson Crouse","23-24","ARI","L",81,1362.2,1.4,-1.3,0.4,0.2,1.9,-1,1.8,-1.1,0.9,1.6,0.3,0.5
"Leo Carlsson","23-24","ANA","C",55,996,0.1,2.2,2.7,0.1,0.8,0.7,2.8,2.4,1.5,6.7,1.1,2.1
"Leon Draisaitl","23-24","EDM","C",81,1676.3,14.1,-3.7,5.1,-0.2,-1,0.1,19.2,-3.9,-0.9,14.4,2.4,4.6
"Liam Foudy","23-24","NSH","C",12,121.8,0,0.3,0,0,0.1,0.6,0,0.3,0.7,1,0.2,0.3
"Liam O'Brien","23-24","ARI","C",75,729.7,0.8,2.2,0,0.2,-1.3,-0.4,0.8,2.4,-1.7,1.5,0.2,0.5
"Liam Ohgren","23-24","MIN","L",4,58,0.2,0.1,0.1,0,0.1,0.1,0.3,0.1,0.2,0.6,0.1,0.2
"Logan Cooley","23-24","ARI","C",82,1296.8,1.1,-0.2,-0.5,-0.3,1.7,1.7,0.5,-0.5,3.4,3.5,0.6,1.1
"Logan Couture","23-24","S.J","C",6,112.5,-0.9,-0.1,-0.6,0,-0.1,-0.1,-1.6,-0.2,-0.2,-1.9,-0.3,-0.6
"Logan Morrison","23-24","SEA","C",4,52.5,-0.4,0.1,0.2,0,0.1,0.1,-0.2,0.1,0.2,0,0,0
"Logan O'Connor","23-24","COL","R",57,852.2,4.8,0.7,0.1,1.2,-0.4,-0.7,4.9,1.8,-1.1,5.7,0.9,1.8
"Logan Stankoven","23-24","DAL","C",24,352.1,5.1,1.5,-0.2,0,0.3,0.6,4.9,1.5,0.9,7.3,1.2,2.3
"Logan Stanley","23-24","WPG","D",25,344.2,-0.1,0,0,-0.3,-0.7,-0.1,-0.1,-0.3,-0.8,-1.2,-0.2,-0.4
"Louie Belpedio","23-24","PHI","D",12,158.4,2.4,-0.6,0,0.1,0.3,-0.2,2.4,-0.5,0.2,2.1,0.3,0.7
"Louis Crevier","23-24","CHI","D",24,376.4,-2,-2.3,0,-0.7,0.4,-0.4,-2,-3,0,-5.1,-0.8,-1.6
"Lucas Johansen","23-24","WSH","D",6,85.6,0.2,-1.6,0,0,-0.1,-0.1,0.2,-1.6,-0.2,-1.7,-0.3,-0.5
"Lucas Raymond","23-24","DET","L",82,1455.7,9.2,-0.3,-0.6,0.1,1.3,3.3,8.6,-0.2,4.6,13,2.1,4.1
"Lukas Reichel","23-24","CHI","L",65,917.2,-2.3,-6.4,-2.4,-0.2,1,-0.8,-4.7,-6.6,0.1,-11.2,-1.8,-3.6
"Lukas Rousek","23-24","BUF","R",15,159.4,-0.3,0.6,0,0,0.4,-0.2,-0.3,0.6,0.2,0.5,0.1,0.1
"Luke Evangelista","23-24","NSH","R",80,1116.4,3.8,2.5,2.9,0,0.9,0.9,6.7,2.5,1.8,10.9,1.8,3.5
"Luke Glendening","23-24","T.B","C",81,942.1,-2.8,-0.4,0,1.5,0.2,-0.6,-2.8,1.2,-0.4,-2,-0.3,-0.6
"Luke Hughes","23-24","N.J","D",82,1760.9,-2,-2.3,1.8,0.2,1.1,2.3,-0.2,-2.1,3.4,1.1,0.2,0.4
"Luke Kunin","23-24","S.J","C",77,1212,-3,-8.6,-0.2,-0.6,0.4,-0.3,-3.1,-9.2,0.2,-12.2,-2,-3.9
"Luke Schenn","23-24","NSH","D",63,956.6,-5.6,-0.4,0,-0.8,-0.1,-0.6,-5.6,-1.2,-0.7,-7.6,-1.2,-2.4
"Mackenzie Entwistle","23-24","CHI","R",67,762.9,-2.6,-3.7,0.1,-0.4,-0.3,0.5,-2.5,-4.1,0.2,-6.4,-1,-2
"Mackenzie MacEachern","23-24","STL","L",8,63,0.2,0.4,0,0,0,0.1,0.2,0.4,0,0.5,0.1,0.2
"MacKenzie Weegar","23-24","CGY","D",82,1880.2,6,-1.1,4.2,0.8,-0.1,-0.6,10.2,-0.3,-0.7,9.2,1.5,2.9
"Mackie Samoskevich","23-24","FLA","R",7,84.3,-2.1,-0.1,0,0,0.2,0,-2.1,-0.1,0.2,-2.1,-0.3,-0.7
"Marat Khusnutdinov","23-24","MIN","C",16,209.8,-0.9,0,0,0.7,-0.1,0.2,-0.8,0.7,0.1,-0.1,0,0
"Marc-Edouard Vlasic","23-24","S.J","D",57,928,0.1,-3.3,0,1.1,0.7,-0.5,0.1,-2.2,0.3,-1.9,-0.3,-0.6
"Marc Del Gaizo","23-24","NSH","D",9,148.2,1.9,-0.7,0,0.1,0.1,0.2,1.9,-0.6,0.3,1.6,0.3,0.5
"Marc Staal","23-24","PHI","D",35,482.8,0.1,-0.7,0,-1,0,-0.1,0,-1.7,-0.2,-1.8,-0.3,-0.6
"Marco Rossi","23-24","MIN","C",82,1371.9,0,3,-1.6,-0.2,0.6,2.1,-1.6,2.9,2.7,3.9,0.6,1.3
"Marco Scandella","23-24","STL","D",65,810.8,-0.6,-3.4,0,1.7,0.8,0,-0.6,-1.7,0.9,-1.3,-0.2,-0.4
"Marcus Foligno","23-24","MIN","L",55,796.5,1.3,3.9,-1.3,-1.6,-0.1,-0.1,0,2.2,-0.2,2.1,0.3,0.7
"Marcus Johansson","23-24","MIN","L",78,1239.2,-2.8,2,0.7,0,0.7,0.9,-2.1,2,1.6,1.5,0.2,0.5
"Marcus Pettersson","23-24","PIT","D",82,1859,12.2,2.5,-0.8,1.1,1,-0.7,11.4,3.5,0.3,15.2,2.5,4.8
"Mario Ferraro","23-24","S.J","D",78,1783.8,5.5,4.3,-0.8,-3.4,0.5,-0.2,4.6,1,0.3,5.9,1,1.9
"Mark Friedman","23-24","VAN","D",23,281.4,0.4,0.8,0,0,0.3,0.8,0.3,0.8,1.1,2.3,0.4,0.7
"Mark Giordano","23-24","TOR","D",46,764.4,2.1,1.9,-0.3,1.2,-0.7,-0.3,1.8,3.1,-1,3.9,0.6,1.2
"Mark Jankowski","23-24","NSH","C",32,406,3.4,2.4,0.2,0.3,0.3,-0.6,3.7,2.7,-0.3,6,1,1.9
"Mark Kastelic","23-24","OTT","C",63,486.6,1,2,0,0,-0.2,0,0.9,2,-0.2,2.7,0.4,0.9
"Mark Scheifele","23-24","WPG","C",74,1493.7,9.1,-7.2,1.7,-0.1,1.8,1.5,10.9,-7.3,3.3,6.9,1.1,2.2
"Mark Stone","23-24","VGK","R",56,1086.8,8.3,-0.5,0.1,1,0.5,0.1,8.4,0.5,0.6,9.5,1.6,3
"Martin Fehervary","23-24","WSH","D",66,1295.7,-3.2,3.8,0,2.2,1.4,0.1,-3.2,6,1.5,4.3,0.7,1.4
"Martin Necas","23-24","CAR","C",77,1336.4,5.8,-6,-0.9,0.2,0,0.6,4.8,-5.9,0.6,-0.4,-0.1,-0.1
"Martin Pospisil","23-24","CGY","C",63,801.3,4.5,-1,-0.3,0,-3.4,0.1,4.2,-1,-3.2,-0.1,0,0
"Mason Appleton","23-24","WPG","C",82,1315.9,0.5,-3.2,0.3,0,0.7,-0.5,0.9,-3.2,0.2,-2.2,-0.4,-0.7
"Mason Lohrei","23-24","BOS","D",41,695.3,0.4,-1,0.9,0,0.1,0.2,1.3,-1,0.3,0.7,0.1,0.2
"Mason Marchment","23-24","DAL","L",81,1219.8,5.8,1.6,2.2,0,-0.4,1.8,8,1.6,1.4,11,1.8,3.5
"Mason McTavish","23-24","ANA","C",64,1041.7,10.3,-2.8,-0.9,-0.1,-3.2,2.2,9.4,-2.8,-1.1,5.5,0.9,1.7
"Mason Morelli","23-24","VGK","L",9,96.8,0.2,0.4,0.1,0,0.2,0,0.2,0.4,0.2,0.8,0.1,0.3
"Mason Shaw","23-24","MIN","C",20,163.7,0.3,1.1,0,0,0,-0.3,0.3,1.1,-0.3,1.2,0.2,0.4
"Mathew Barzal","23-24","NYI","C",80,1610.6,11.6,-2.3,1.9,0,0.7,1.1,13.5,-2.3,1.8,13,2.1,4.1
"Mathieu Joseph","23-24","OTT","R",72,1186,3.8,1.8,-0.2,0.2,0.6,1.1,3.6,2,1.7,7.3,1.2,2.3
"Mathieu Olivier","23-24","CBJ","R",54,609.2,-0.1,0.9,0,-0.2,-0.3,-0.7,-0.1,0.7,-1,-0.4,-0.1,-0.1
"Matias MacCelli","23-24","ARI","L",82,1331.2,5.3,-0.1,3.4,-0.1,2.5,-0.5,8.7,-0.2,2,10.6,1.7,3.4
"Mats Zuccarello","23-24","MIN","R",69,1303.6,3.1,3.9,5.2,0,0.6,0.6,8.3,3.9,1.3,13.5,2.2,4.3
"Matt Benning","23-24","S.J","D",14,258.7,-1.2,-2.5,0,-0.3,-0.5,0,-1.2,-2.8,-0.5,-4.5,-0.7,-1.4
"Matt Boldy","23-24","MIN","L",75,1418.3,9.4,4.7,3.8,0.2,-0.6,0.5,13.2,4.9,0,18,3,5.7
"Matt Coronato","23-24","CGY","R",34,428.8,1,-1.1,-0.1,0,0.6,-0.2,0.9,-1.1,0.4,0.3,0,0.1
"Matt Duchene","23-24","DAL","C",80,1341.3,8.7,-2,2.8,0.1,1.3,-0.6,11.5,-1.9,0.6,10.2,1.7,3.3
"Matt Dumba","23-24","ARI","D",58,1164,-0.7,-0.5,-0.2,-1.7,-1.8,0.2,-0.8,-2.2,-1.7,-4.7,-0.8,-1.5
"Matt Dumba","23-24","T.B","D",18,335.6,-1.8,0.8,0,-1.7,-0.6,-0.2,-1.8,-1,-0.7,-3.6,-0.6,-1.1
"Matt Grzelcyk","23-24","BOS","D",63,1108.7,-0.7,-5.2,-0.1,0.1,0.2,-0.8,-0.9,-5.1,-0.6,-6.6,-1.1,-2.1
"Matt Martin","23-24","NYI","L",57,530.8,-0.1,0.9,0,0,-0.2,-0.2,-0.1,0.8,-0.4,0.4,0.1,0.1
"Matt Nieto","23-24","PIT","L",22,255.4,2.1,-0.4,0,-0.6,0.2,-0.5,2.1,-1,-0.3,0.8,0.1,0.3
"Matt Rempe","23-24","NYR","C",17,95.6,0.8,0.7,0,0,-0.7,0.2,0.8,0.7,-0.6,0.9,0.1,0.3
"Matt Roy","23-24","L.A","D",81,1692.5,4.7,3.8,-0.2,2.3,1.6,-1.4,4.4,6.1,0.1,10.7,1.8,3.4
"Matthew Highmore","23-24","OTT","C",7,54,0.4,0.1,0,-0.4,0.1,0.1,0.4,-0.3,0.2,0.3,0,0.1
"Matthew Kessel","23-24","STL","D",39,655,-2.4,1.6,0,-0.8,0.7,-0.7,-2.4,0.8,0,-1.5,-0.2,-0.5
"Matthew Knies","23-24","TOR","L",80,1094.2,6.3,0.8,-0.5,0.2,-1.3,0.6,5.7,0.9,-0.7,6,1,1.9
"Matthew Phillips","23-24","WSH","R",28,281.7,-0.1,0.8,-0.5,0,0.6,-0.2,-0.6,0.8,0.4,0.6,0.1,0.2
"Matthew Poitras","23-24","BOS","C",33,442.1,1.1,1.1,-1.5,0,0.5,1.4,-0.4,1.1,1.9,2.6,0.4,0.8
"Matthew Tkachuk","23-24","FLA","L",80,1491.2,10.2,-3.8,4.2,1,1.9,1.8,14.3,-2.8,3.7,15.3,2.5,4.9
"Mattias Ekholm","23-24","EDM","D",79,1662.9,12.6,1.9,0.9,0.6,0.7,0.5,13.5,2.5,1.1,17.1,2.8,5.4
"Mattias Janmark","23-24","EDM","C",71,844.6,0,1.4,0,-0.2,0.3,-0.2,0,1.3,0.1,1.4,0.2,0.5
"Mattias Samuelsson","23-24","BUF","D",41,840.5,-1.2,2.5,0,1.9,-0.3,0.2,-1.2,4.4,-0.1,3.1,0.5,1
"Matty Beniers","23-24","SEA","C",77,1383.2,-1.8,3.1,-1.2,0,2.1,-0.6,-3,3.1,1.5,1.6,0.3,0.5
