"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Jason Dickinson","24-25","CHI","C",59,926.2,0.2,1.5,0,0.3,0.2,0.5,0.3,1.8,0.8,2.8,0.5,0.9
"Jason Robertson","24-25","DAL","L",81,1453,11.9,-0.9,2,0,1.2,1.2,13.9,-0.9,2.4,15.5,2.5,4.8
"Jason Zucker","24-25","BUF","L",72,1153.6,8.3,-3.7,2.2,0,-0.2,0.2,10.5,-3.7,0,6.7,1.1,2.1
"Jaycob Megna","24-25","FLA","D",8,128.8,-1.8,1.2,0,-0.5,0.3,-0.1,-1.8,0.8,0.1,-0.9,-0.1,-0.3
"Jayden Struble","24-25","MTL","D",55,827.8,2.2,5.5,0,-1.1,-1,-0.1,2.2,4.4,-1.1,5.6,0.9,1.7
"Jean-Gabriel Pageau","24-25","NYI","C",78,1329.2,2.9,0.9,-0.9,-2,2,-0.4,2,-1.1,1.6,2.5,0.4,0.8
"Jeff Malott","24-25","L.A","L",11,107.2,-1,0.5,0,0,0.2,0,-0.9,0.5,0.2,-0.1,0,0
"Jeff Petry","24-25","DET","D",43,815.5,-0.8,0.4,0.1,0,0.2,0.1,-0.7,0.4,0.3,0,0,0
"Jeff Skinner","24-25","EDM","C/L",71,920.2,2.9,-4.2,-1.3,0,0.6,0.5,1.5,-4.2,1.2,-1.5,-0.2,-0.5
"Jere Innala","24-25","COL","L",17,121.6,-1.5,0.4,0,0,-0.1,0.4,-1.5,0.4,0.2,-0.8,-0.1,-0.3
"Jeremy Lauzon","24-25","NSH","D",28,503.2,-3.7,1.3,0,-0.2,-1.2,0.5,-3.7,1.1,-0.6,-3.2,-0.5,-1
"Jesper Boqvist","24-25","FLA","C",78,1033.2,1.8,-2.6,-0.2,1.7,1.3,0,1.6,-0.9,1.2,2,0.3,0.6
"Jesper Bratt","24-25","N.J","L",81,1534.8,8.4,-3.1,7.7,-1,1.6,-0.9,16.1,-4.1,0.7,12.6,2.1,3.9
"Jesperi Kotkaniemi","24-25","CAR","C",76,1064.5,5.6,0.5,-1.6,0.1,-0.8,0,4.1,0.5,-0.8,3.8,0.6,1.2
"Jesse Puljujarvi","24-25","FLA","R",5,63.6,-0.4,0.3,0,0,0.1,-0.1,-0.4,0.3,0,-0.1,0,0
"Jesse Puljujarvi","24-25","PIT","R",26,301.6,1.9,-1.7,-0.2,0,0,-0.4,1.7,-1.7,-0.4,-0.4,-0.1,-0.1
"Jett Luchanko","24-25","PHI","C",4,56.2,-0.2,-0.1,-0.2,0,0,-0.1,-0.4,-0.1,-0.1,-0.7,-0.1,-0.2
"Jimmy Schuldt","24-25","S.J","D",7,98.2,-1.8,0.2,0,0.1,0.2,0.1,-1.8,0.3,0.3,-1.2,-0.2,-0.4
"Jimmy Snuggerud","24-25","STL","R",7,108.3,0.3,-1.1,0.7,0,0.2,0,1,-1.1,0.2,0.1,0,0
"Jimmy Vesey","24-25","COL","L",10,105.6,0,-0.9,0,-0.1,0,0,0,-0.9,0,-0.9,-0.1,-0.3
"Jimmy Vesey","24-25","NYR","L",33,352.3,-1.4,-0.4,0,-0.1,0.7,-0.1,-1.4,-0.4,0.6,-1.2,-0.2,-0.4
"Jiri Kulich","24-25","BUF","C",61,899.7,6.8,-1.6,-1.5,0,0.4,-0.4,5.4,-1.6,0,3.9,0.6,1.2
"Jj Peterka","24-25","BUF","R",76,1382.4,16.7,-6.4,3.4,0,0.3,0.3,20.1,-6.4,0.6,14.2,2.3,4.4
"Joe Veleno","24-25","CHI","C",18,227.5,-1.5,0,0,-0.2,0.1,0.1,-1.5,-0.2,0.2,-1.5,-0.2,-0.5
"Joe Veleno","24-25","DET","C",56,669.2,-2.6,0.9,0,0.2,0.7,-0.7,-2.6,1.1,0,-1.5,-0.3,-0.5
"Joel Armia","24-25","MTL","R",80,1142.1,-0.8,-2.3,-1,1.6,0.8,-0.8,-1.8,-0.8,-0.1,-2.6,-0.4,-0.8
"Joel Edmundson","24-25","L.A","D",72,1484.5,6.8,-5.6,0.1,1.7,0.9,-0.6,6.9,-3.9,0.3,3.2,0.5,1
"Joel Eriksson Ek","24-25","MIN","C",46,909.2,3.5,2.9,3,-1.3,-0.1,1,6.4,1.6,1,9,1.5,2.8
"Joel Farabee","24-25","CGY","L",30,430.5,-0.9,0.4,-0.2,0.6,0.4,0.1,-1.1,1,0.5,0.3,0.1,0.1
"Joel Farabee","24-25","PHI","L",50,760.4,-0.8,-0.5,-0.3,0.1,0.3,-0.1,-1,-0.4,0.1,-1.3,-0.2,-0.4
"Joel Hanley","24-25","CGY","D",53,984.8,1.8,5.9,0,0.2,0.4,-0.4,1.7,6.1,0.1,7.9,1.3,2.5
"Joel Kiviranta","24-25","COL","L",79,989.2,3.5,3.1,0,-0.8,0.3,-0.5,3.5,2.3,-0.2,5.5,0.9,1.7
"Joey Anderson","24-25","CHI","R",18,223.1,-2.1,1.3,0,1.4,0.5,-0.2,-2.1,2.7,0.2,0.8,0.1,0.3
"John Beecher","24-25","BOS","C",78,881,0.8,1.3,0,-0.9,-0.6,0.4,0.7,0.4,-0.2,0.9,0.1,0.3
"John Carlson","24-25","WSH","D",79,1861.6,4.9,-3.8,2.9,-0.8,2,-0.5,7.8,-4.7,1.5,4.6,0.8,1.4
"John Hayden","24-25","SEA","C",20,170.2,-0.5,0.4,0,0,0,0.3,-0.5,0.4,0.3,0.2,0,0
"John Klingberg","24-25","EDM","D",11,189.7,1.3,-1.1,0,0,-0.4,-0.2,1.3,-1.1,-0.5,-0.4,-0.1,-0.1
"John Ludvig","24-25","COL","D",8,103.6,-0.9,-1.8,0,0,-0.2,-0.1,-0.9,-1.8,-0.3,-2.9,-0.5,-0.9
"John Marino","24-25","UTA","D",35,740.9,4.1,-1.2,0.1,-1.2,1.3,-0.3,4.2,-2.4,1,2.8,0.5,0.9
"John Tavares","24-25","TOR","C",74,1350.6,12.7,-0.3,5.7,0,-0.3,-0.3,18.4,-0.3,-0.5,17.6,2.9,5.5
"Johnathan Kovacevic","24-25","N.J","D",81,1604.9,-0.1,9.4,0,0.6,-0.4,-0.4,-0.1,10,-0.8,9.1,1.5,2.8
"Jon Merrill","24-25","MIN","D",70,986.3,-0.1,4,0,0.3,0.2,-0.2,-0.1,4.3,0,4.2,0.7,1.3
"Jonah Gadjovich","24-25","FLA","L",42,354.9,-2.1,0.2,-0.1,0,0.2,-0.1,-2.2,0.1,0.1,-2,-0.3,-0.6
"Jonas Brodin","24-25","MIN","D",50,1147.8,3.5,5.4,-0.1,-0.7,0.6,-0.3,3.3,4.6,0.3,8.3,1.4,2.6
"Jonas Rondbjerg","24-25","VGK","R",12,112.2,-1.8,0.6,0,0,0.2,0,-1.8,0.6,0.2,-1,-0.2,-0.3
"Jonas Siegenthaler","24-25","N.J","D",55,1078.1,-2.8,11,0,2.4,0.1,0.5,-2.7,13.4,0.5,11.2,1.8,3.5
"Jonatan Berggren","24-25","DET","R",73,946.4,-2.2,1.1,0.7,0,0.5,0.8,-1.4,1.1,1.3,0.9,0.2,0.3
"Jonathan Drouin","24-25","COL","L",43,781.9,8.6,-3,3.4,0,1.1,-1.1,12,-3,0,8.9,1.5,2.8
"Jonathan Huberdeau","24-25","CGY","C/L",81,1582.9,5.7,-1.1,2.6,0.6,1.1,1.1,8.3,-0.5,2.2,10,1.6,3.1
"Jonathan Lekkerimaki","24-25","VAN","R",24,300.1,-0.5,-0.5,0.8,0,0.5,-0.2,0.3,-0.5,0.2,0,0,0
"Jonathan Marchessault","24-25","NSH","R",77,1388.3,1.5,-2.3,2.6,0,0.8,-0.7,4.1,-2.3,0.1,1.9,0.3,0.6
"Jonny Brodzinski","24-25","NYR","C",50,582.3,2.5,-2.8,-0.9,0,0.8,-0.1,1.6,-2.8,0.7,-0.5,-0.1,-0.2
"Joona Koppanen","24-25","PIT","L",10,131.4,0.8,-1,0,0.4,0.3,-0.2,0.8,-0.6,0,0.2,0,0.1
"Jordan Eberle","24-25","SEA","R",42,683,5.2,0,0,0,0.4,-0.6,5.3,-0.1,-0.2,5,0.8,1.6
"Jordan Greenway","24-25","BUF","L",34,512.6,1.6,0.6,0,-0.9,-0.5,0.6,1.6,-0.3,0.2,1.4,0.2,0.4
"Jordan Harris","24-25","CBJ","D",32,357.4,-1.4,-0.5,0,0,0.1,0.4,-1.4,-0.5,0.6,-1.3,-0.2,-0.4
"Jordan Kyrou","24-25","STL","C/R",82,1433.3,10.5,1.1,2,0,1.4,1.2,12.5,1.1,2.6,16.2,2.7,5
"Jordan Martinook","24-25","CAR","L",79,1208.4,2,0.6,0,2.4,0.9,-0.8,2,3,0.1,5.2,0.8,1.6
"Jordan Oesterle","24-25","BOS","D",22,387.2,1.9,2,-0.1,0,0.6,-0.2,1.8,2.1,0.5,4.3,0.7,1.3
"Jordan Oesterle","24-25","NSH","D",14,227.9,-0.3,-1.2,0,-0.1,0.3,0,-0.3,-1.3,0.3,-1.4,-0.2,-0.4
"Jordan Spence","24-25","L.A","D",78,1309.6,3.6,5.3,-0.7,1.4,1.2,-0.6,2.9,6.7,0.6,10.2,1.7,3.2
"Jordan Staal","24-25","CAR","C",75,1157.7,2.4,1.2,0,0.2,0.9,-1,2.3,1.4,-0.2,3.5,0.6,1.1
"Joseph Labate","24-25","CBJ","C",6,54.6,0.7,-0.1,0,0,0.1,0.3,0.7,-0.1,0.4,1,0.2,0.3
"Josh Anderson","24-25","MTL","R",80,1145.5,2.6,-3.8,0.1,0.3,-2.6,1.3,2.7,-3.6,-1.4,-2.2,-0.4,-0.7
"Josh Brown","24-25","EDM","D",9,105.4,-0.6,-0.7,0,-0.1,-0.2,-0.1,-0.6,-0.8,-0.3,-1.7,-0.3,-0.5
"Josh Doan","24-25","UTA","R",51,689.5,1.2,2.6,1.5,0,1.1,-0.8,2.7,2.6,0.3,5.6,0.9,1.7
"Josh Mahura","24-25","SEA","D",64,880.3,1.2,3,0,0.2,0.1,-0.3,1.2,3.2,-0.2,4.2,0.7,1.3
"Josh Manson","24-25","COL","D",48,866,-0.7,-0.4,0.1,1,-0.3,0.9,-0.7,0.6,0.6,0.5,0.1,0.1
"Josh Morrissey","24-25","WPG","D",79,1925,3,2.3,3.2,0.1,1.9,0.2,6.1,2.4,2,10.5,1.7,3.3
"Josh Norris","24-25","BUF","C",3,55.8,0.5,-0.1,-0.1,-0.1,0.1,0.1,0.4,-0.2,0.2,0.4,0.1,0.1
"Josh Norris","24-25","OTT","C",53,971.6,1.2,-0.5,0.3,2,-0.4,0.7,1.6,1.5,0.3,3.4,0.6,1
"Joshua Roy","24-25","MTL","R",12,132.2,-0.9,-1,0,0,0.1,-0.1,-0.9,-1,0,-1.9,-0.3,-0.6
"Juha Jaaska","24-25","CAR","L",18,160.7,-0.6,1.9,0,0,0,-0.1,-0.6,1.9,-0.1,1.1,0.2,0.3
"Juraj Slafkovsky","24-25","MTL","L",78,1354.6,9.7,-3.8,0.6,0,0.1,-0.3,10.3,-3.8,-0.2,6.3,1,2
"Justin Barron","24-25","MTL","D",17,250.3,-2.1,-1.7,0,0.9,-0.2,-0.2,-2.1,-0.7,-0.4,-3.3,-0.5,-1
"Justin Barron","24-25","NSH","D",44,810.8,0.9,2.2,0,0,0.7,0.5,1,2.2,1.2,4.4,0.7,1.4
"Justin Brazeau","24-25","BOS","R",57,739.2,0.8,-1.2,-0.7,0,1.2,-0.2,0.1,-1.2,1,-0.1,0,0
"Justin Brazeau","24-25","MIN","R",19,162.5,-1,-1.3,0,0,0.1,-0.1,-1,-1.3,0,-2.4,-0.4,-0.7
"Justin Danforth","24-25","CBJ","R",60,864.6,0.4,0.1,0,-2.4,0.1,-1,0.5,-2.3,-0.9,-2.8,-0.5,-0.9
"Justin Dowling","24-25","N.J","C",51,516.6,-3,0.3,0,-0.1,0.7,-0.2,-3,0.2,0.6,-2.2,-0.4,-0.7
"Justin Faulk","24-25","STL","D",78,1751.4,-10.4,1.3,1.1,0.3,0.8,-0.7,-9.3,1.7,0.1,-7.6,-1.2,-2.3
"Justin Holl","24-25","DET","D",72,1061.6,-1.5,6.4,0,-1,0.7,-0.6,-1.5,5.4,0,3.9,0.6,1.2
"Justin Kirkland","24-25","CGY","C",21,203.7,3.7,-0.3,0,0,0.1,0,3.7,-0.3,0.1,3.4,0.6,1.1
"Juuso Parssinen","24-25","COL","C",22,215.1,1,1.4,-0.5,0,-0.1,-0.4,0.6,1.4,-0.5,1.4,0.2,0.4
"Juuso Parssinen","24-25","NSH","C",15,183.2,-1.2,-2,0,0,0.4,-0.3,-1.2,-2,0,-3.2,-0.5,-1
"Juuso Parssinen","24-25","NYR","C",11,107.5,0.7,-1,0,0,-0.1,-0.2,0.7,-1,-0.3,-0.6,-0.1,-0.2
"Juuso Valimaki","24-25","UTA","D",43,711.8,-1.4,-0.2,-0.2,0.5,0.3,1,-1.6,0.4,1.2,0,0,0
"K'Andre Miller","24-25","NYR","D",73,1601.6,3.4,-5.5,1.2,3.4,1.1,-0.2,4.5,-2.1,0.9,3.3,0.5,1
"Kaapo Kakko","24-25","NYR","R",30,398.3,2.9,0.2,0.5,0,-0.2,-0.2,3.4,0.2,-0.4,3.3,0.5,1
"Kaapo Kakko","24-25","SEA","R",49,835.4,1.1,-2.5,-0.8,0,0.5,0.3,0.3,-2.5,0.7,-1.5,-0.2,-0.5
"Kaedan Korczak","24-25","VGK","D",39,586.3,4.4,4.1,0,-0.1,1,-0.6,4.4,4.1,0.4,8.9,1.5,2.8
"Kaiden Guhle","24-25","MTL","D",54,1141,1.2,-0.3,0.1,3.3,0.3,0.2,1.2,3,0.5,4.7,0.8,1.5
"Kailer Yamamoto","24-25","UTA","R",12,145.3,-1.9,1,0.6,0,0.1,0.5,-1.2,1,0.6,0.4,0.1,0.1
"Karsen Dorwart","24-25","PHI","L",5,54.9,0.2,-0.2,-0.1,0,-0.1,-0.1,0.2,-0.2,-0.2,-0.1,0,0
"Kasperi Kapanen","24-25","EDM","R",56,669.2,-0.8,-0.6,-0.1,0.4,0.8,0.2,-0.9,-0.1,1,0,0,0
"Kasperi Kapanen","24-25","STL","R",10,113.2,-1.9,0.1,0,0,0,0.4,-1.9,0.1,0.4,-1.5,-0.2,-0.5
"Keaton Middleton","24-25","COL","D",41,471,-1.2,-0.2,0,0.8,-0.5,-0.3,-1.2,0.6,-0.8,-1.4,-0.2,-0.4
"Keegan Kolesar","24-25","VGK","R",81,1069.1,1.5,-0.1,0,0.5,0.6,-0.3,1.5,0.4,0.3,2.1,0.3,0.7
"Kent Johnson","24-25","CBJ","C",67,1159.3,11.1,-3.2,2.7,0.8,1,-1.3,13.8,-2.4,-0.3,11.1,1.8,3.5
"Kevin Bahl","24-25","CGY","D",72,1541.8,-0.5,0.7,0.1,-2.2,1.3,-0.5,-0.4,-1.5,0.7,-1.2,-0.2,-0.4
"Kevin Fiala","24-25","L.A","L",80,1483.6,0.3,1.3,1.6,0,-0.3,0.5,1.9,1.3,0.2,3.3,0.5,1
"Kevin Gravel","24-25","NSH","D",6,107,0.7,0.5,0,-0.1,0.2,-0.1,0.7,0.4,0.1,1.2,0.2,0.4
"Kevin Hayes","24-25","PIT","R",64,771.1,3.7,0,-0.7,0,0.8,-0.3,2.9,-0.1,0.5,3.3,0.5,1
"Kevin Korchinski","24-25","CHI","D",16,273.4,2.2,0.9,0,0,0,-0.1,2.2,0.9,-0.1,3,0.5,0.9
"Kevin Labanc","24-25","CBJ","R",34,356.8,1.1,2.4,-0.1,0,-0.3,-0.3,1,2.4,-0.6,2.7,0.4,0.8
"Kevin Rooney","24-25","CGY","C",70,659.2,1.3,1,-0.1,2.7,0.4,0.4,1.2,3.7,0.8,5.8,0.9,1.8
"Kevin Stenlund","24-25","UTA","C",82,1176.8,2.8,1.4,0,-0.4,-0.6,0.5,2.7,1,0,3.7,0.6,1.2
"Kiefer Sherwood","24-25","VAN","L",77,1142.8,11.9,-3.3,-0.3,-0.2,0.4,0.3,11.6,-3.5,0.7,8.8,1.4,2.7
"Kieffer Bellows","24-25","NSH","L",19,202.8,-2.1,0,0.4,0,-0.1,0.2,-1.7,0,0.1,-1.6,-0.3,-0.5
"Kirby Dach","24-25","MTL","C",57,893.4,-1.6,-3.2,0.4,0,-1.6,1.4,-1.2,-3.1,-0.2,-4.5,-0.7,-1.4
"Kirill Kaprizov","24-25","MIN","L",41,921.1,10.4,1.8,0.2,0,0.6,-0.1,10.6,1.8,0.5,12.9,2.1,4
"Kirill Marchenko","24-25","CBJ","R",78,1452.5,13.4,0.8,1.5,0,0.9,0.5,14.9,0.8,1.4,17.1,2.8,5.3
"Klim Kostin","24-25","S.J","C",35,373.7,0,-4.6,1.4,0,-0.8,0.3,1.4,-4.6,-0.5,-3.6,-0.6,-1.1
"Kris Letang","24-25","PIT","D",74,1740.8,-0.2,-4.7,1,1.3,-1.4,0.6,0.8,-3.4,-0.7,-3.4,-0.6,-1
"Kurtis MacDermid","24-25","N.J","L",22,124.7,-1.6,0.3,0,0,-0.3,-0.1,-1.6,0.3,-0.4,-1.7,-0.3,-0.5
"Kyle Burroughs","24-25","L.A","D",33,258,2.3,0.8,0,0.2,-1.4,-0.1,2.3,1,-1.4,1.8,0.3,0.6
"Kyle Connor","24-25","WPG","L",81,1651.7,9.5,0.9,4.4,0.4,1.7,-0.6,13.9,1.3,1.1,16.4,2.7,5.1
"Kyle MacLean","24-25","NYI","C",80,792.5,-2.8,-0.8,0,-0.1,0.5,0.4,-2.9,-0.9,0.9,-2.8,-0.5,-0.9
"Kyle Palmieri","24-25","NYI","C",81,1500.4,6.2,-4.7,0.2,0.1,1.2,-0.1,6.4,-4.6,1.1,2.9,0.5,0.9
"Landon Slaggert","24-25","CHI","L",33,406.1,-0.5,-2.3,0,-0.5,-1.1,-0.2,-0.5,-2.8,-1.3,-4.6,-0.8,-1.4
"Lane Hutson","24-25","MTL","D",81,1842.6,10,-4.6,3.6,-0.3,0.3,1.5,13.6,-4.9,1.8,10.5,1.7,3.3
"Lars Eller","24-25","PIT","C",17,279.2,0.3,-1.1,0,0.8,-0.5,-0.2,0.3,-0.3,-0.7,-0.8,-0.1,-0.2
"Lars Eller","24-25","WSH","C",62,770.5,-2.3,3.1,0.1,-0.8,-0.8,0.7,-2.2,2.3,-0.1,0,0,0
"Lawson Crouse","24-25","UTA","L",81,1112.1,-1.4,1.8,-1.7,0.7,0.6,-0.6,-3.1,2.5,0,-0.6,-0.1,-0.2
"Leo Carlsson","24-25","ANA","C",75,1215.5,2.2,0.7,-0.1,1.6,1.1,0.2,2.1,2.3,1.4,5.7,0.9,1.8
"Leon Draisaitl","24-25","EDM","C",71,1527.7,19.5,1.4,4.9,0,0.5,2.3,24.4,1.5,2.8,28.7,4.7,8.9
"Liam O'Brien","24-25","UTA","C",28,260.3,0.4,-1.1,0,0,0.1,-0.3,0.4,-1.1,-0.2,-0.8,-0.1,-0.3
"Liam Ohgren","24-25","MIN","L",24,266.5,0.4,-0.4,-0.4,0,0.4,-0.3,0,-0.4,0.1,-0.3,-0.1,-0.1
"Lian Bichsel","24-25","DAL","D",38,565.9,3.7,3.3,0,-0.1,-1.9,0.3,3.7,3.2,-1.6,5.2,0.9,1.6
"Linus Karlsson","24-25","VAN","C",22,241,2,0.1,0.1,0,0.3,-0.3,2.1,0.1,0.1,2.2,0.4,0.7
"Logan Cooley","24-25","UTA","C",75,1339.6,11.9,-2.3,3.3,-0.2,-0.9,1,15.3,-2.5,0.1,12.9,2.1,4
"Logan Mailloux","24-25","MTL","D",7,113.4,1.8,-4.4,0,0,-0.8,-0.1,1.8,-4.4,-0.9,-3.5,-0.6,-1.1
"Logan O'Connor","24-25","COL","R",80,1129.9,-2.6,6.5,0.1,2.7,1.7,1,-2.5,9.2,2.6,9.3,1.5,2.9
"Logan Stankoven","24-25","CAR","C",17,252.8,3.6,-1.8,-0.9,0,0.5,0.1,2.7,-1.8,0.6,1.5,0.2,0.5
"Logan Stankoven","24-25","DAL","C",59,891,-1.2,0.5,-0.5,0,1.3,1.6,-1.7,0.5,2.9,1.8,0.3,0.6
"Logan Stanley","24-25","WPG","D",62,966.6,-4.2,1.4,0,0.6,-1,-0.2,-4.1,2,-1.2,-3.4,-0.6,-1.1
"Louis Crevier","24-25","CHI","D",32,553.1,-0.4,2.4,0,-1.1,0.3,-0.4,-0.4,1.3,0,0.9,0.1,0.3
"Luca Cagnoni","24-25","S.J","D",6,105.8,-1,-0.1,0.2,0,-0.5,0.1,-0.8,-0.1,-0.4,-1.4,-0.2,-0.4
"Luca Del Bel Belluz","24-25","CBJ","C",15,206.3,3.1,1.6,0.2,0,0.4,-0.4,3.3,1.6,0,4.9,0.8,1.5
"Lucas Carlsson","24-25","S.J","D",12,231.4,2.5,-3.1,-0.1,-0.2,-0.9,-0.2,2.4,-3.3,-1.1,-2,-0.3,-0.6
"Lucas Condotta","24-25","MTL","L",7,57.4,0.3,0.3,0,0,0.1,-0.1,0.3,0.3,0,0.6,0.1,0.2
"Lucas Condotta","24-25","MTL","L",7,57.4,0.3,0.3,0,0,0.1,-0.1,0.3,0.3,0,0.6,0.1,0.2
"Lucas Raymond","24-25","DET","L",80,1515,3.7,3.4,5.9,1,2.2,0.7,9.6,4.5,2.9,16.9,2.8,5.3
"Lukas Reichel","24-25","CHI","L",70,833.8,-1.3,-1.7,-0.5,-0.5,0.6,-1,-1.8,-2.2,-0.4,-4.4,-0.7,-1.4
"Luke Evangelista","24-25","NSH","R",67,929.8,1.3,0.2,-0.2,0,-0.3,0.7,1.1,0.2,0.4,1.6,0.3,0.5
"Luke Glendening","24-25","T.B","C",77,830.4,-5.6,0.5,0,1.5,0.9,-0.6,-5.6,2,0.3,-3.3,-0.5,-1
"Luke Hughes","24-25","N.J","D",71,1502.2,-2.5,-2.8,3,-0.6,1.1,-0.5,0.5,-3.4,0.6,-2.2,-0.4,-0.7
"Luke Kunin","24-25","CBJ","C",12,141.3,-2.3,0.6,0,0.2,0.1,-0.3,-2.3,0.8,-0.2,-1.6,-0.3,-0.5
"Luke Kunin","24-25","S.J","C",63,960.5,1.2,-2.3,-1.2,1.1,-0.5,-1,0.1,-1.2,-1.5,-2.6,-0.4,-0.8
"Luke Schenn","24-25","NSH","D",61,950.4,-2.4,0.9,0,-0.1,0.6,-0.6,-2.4,0.8,0,-1.6,-0.3,-0.5
"Luke Schenn","24-25","WPG","D",14,245.1,0.8,-0.5,0,0.3,0.1,-0.1,0.8,-0.2,0,0.6,0.1,0.2
"MacKenzie Weegar","24-25","CGY","D",80,1934.8,8.1,6.2,2.4,0.9,2.1,-0.3,10.5,7.2,1.8,19.5,3.2,6.1
"Mackie Samoskevich","24-25","FLA","R",72,959.2,0.1,0.9,1.5,0,0.6,0.7,1.6,0.9,1.3,3.9,0.6,1.2
"Macklin Celebrini","24-25","S.J","C",69,1368,4.4,-2.3,1.2,0.2,0.1,2.3,5.5,-2.1,2.4,5.9,1,1.8
"Marat Khusnutdinov","24-25","BOS","C",18,266.1,-1.3,0.5,-0.1,0,0,-0.5,-1.4,0.5,-0.5,-1.5,-0.2,-0.5
"Marat Khusnutdinov","24-25","MIN","C",57,640.3,-3.3,0.5,0,1,0.2,-1,-3.3,1.4,-0.9,-2.7,-0.4,-0.8
"Marc-Edouard Vlasic","24-25","S.J","D",26,383.1,-1.9,2.4,0,-1.6,0.6,-0.2,-1.9,0.8,0.5,-0.6,-0.1,-0.2
"Marc Del Gaizo","24-25","NSH","D",45,752,3,2.4,-0.1,1.5,0.2,-0.5,2.9,3.8,-0.3,6.4,1.1,2
"Marc Gatcomb","24-25","NYI","C",38,369.3,1.7,-1,0,0,0.4,-0.5,1.7,-1,-0.1,0.6,0.1,0.2
"Marc McLaughlin","24-25","BOS","C",12,110.3,0.2,0.8,0,0,0.2,0,0.2,0.8,0.2,1.2,0.2,0.4
"Marco Kasper","24-25","DET","C",75,1156,3.6,1.5,0.9,-1.5,0.5,-0.2,4.4,0,0.3,4.7,0.8,1.5
"Marco Rossi","24-25","MIN","C",82,1496.2,9.9,1.6,1.1,-0.1,0.5,1,11,1.5,1.6,14.1,2.3,4.4
"Marcus Foligno","24-25","MIN","L",77,1115.1,6,7.3,0.3,2.4,-0.1,-0.6,6.3,9.7,-0.7,15.3,2.5,4.7
"Marcus Johansson","24-25","MIN","L",72,1179.6,-1.4,1.4,0.4,0.1,1.5,-0.3,-1,1.5,1.2,1.7,0.3,0.5
"Marcus Pettersson","24-25","PIT","D",47,1036.1,9,0.2,-0.1,0.4,0.4,-0.5,8.9,0.6,-0.1,9.5,1.6,2.9
"Marcus Pettersson","24-25","VAN","D",30,634.5,6.5,1.7,0,1.3,0,0.3,6.4,3.1,0.3,9.8,1.6,3.1
"Mario Ferraro","24-25","S.J","D",78,1669.2,2.5,-2.1,-0.1,-2.4,-0.5,-0.5,2.4,-4.5,-1,-3,-0.5,-0.9
"Mark Friedman","24-25","VAN","D",5,70.3,-0.3,-0.7,0,0,0.1,-0.1,-0.3,-0.7,0.1,-1,-0.2,-0.3
"Mark Jankowski","24-25","CAR","L",17,200.1,2.1,0.2,0,0.2,0.3,-0.2,2.1,0.5,0.1,2.7,0.4,0.8
"Mark Jankowski","24-25","NSH","C/L",41,521,-0.9,3.6,0,1.6,0.5,-0.6,-0.9,5.2,-0.1,4.2,0.7,1.3
"Mark Kastelic","24-25","BOS","C",61,654.9,2.3,0.2,-0.1,0.6,-0.8,0.2,2.2,0.8,-0.6,2.5,0.4,0.8
"Mark Scheifele","24-25","WPG","C",81,1655,9.8,-0.5,3.8,0.3,0.5,2,13.6,-0.2,2.5,16,2.6,5
"Mark Stone","24-25","VGK","R",66,1270.8,4.6,1.1,6.5,-0.8,1.4,0,11.1,0.2,1.4,12.7,2.1,4
"Martin Fehervary","24-25","WSH","D",81,1539.4,1.2,-0.6,0,-0.6,1.7,0,1.2,-1.2,1.6,1.6,0.3,0.5
"Martin Necas","24-25","CAR","C",49,886.1,6.5,-4,2.1,0,0.8,1.4,8.6,-4,2.1,6.8,1.1,2.1
"Martin Necas","24-25","COL","C",30,614.8,1.6,1.5,5.1,0,0.7,0.5,6.6,1.5,1.3,9.5,1.6,2.9
"Martin Pospisil","24-25","CGY","C",81,1118.4,8.9,-2.4,0.1,0.1,-0.9,1.6,8.9,-2.4,0.7,7.3,1.2,2.3
"Mason Appleton","24-25","WPG","C",70,1039,0.7,-2.2,0.2,0.3,0.4,-0.3,0.9,-1.9,0.1,-0.9,-0.2,-0.3
"Mason Lohrei","24-25","BOS","D",77,1503.6,2.8,-3.1,4.3,-0.3,1.3,0.4,7.1,-3.4,1.8,5.4,0.9,1.7
"Mason Marchment","24-25","DAL","L",61,936.1,5.3,-2.7,1.6,0,-2.4,0.7,6.8,-2.7,-1.6,2.5,0.4,0.8
"Mason McTavish","24-25","ANA","C",75,1263.2,10.7,-3.8,1.1,0,-0.3,1.5,11.8,-3.9,1.2,9.1,1.5,2.8
"Matej Blumel","24-25","DAL","R",7,59,-0.5,0.2,0,0,0.1,0.1,-0.5,0.2,0.2,-0.1,0,0
"Mathew Barzal","24-25","NYI","C",30,610.5,4,3.6,-1.2,0,0.9,-0.2,2.7,3.6,0.7,7,1.2,2.2
"Mathieu Joseph","24-25","STL","R",60,714.5,-1,2.7,0.1,1.3,0,0.5,-0.9,4,0.5,3.7,0.6,1.1
"Mathieu Olivier","24-25","CBJ","R",81,1171.4,2.3,1.5,-0.4,-0.4,-0.9,-0.9,2,1.1,-1.8,1.3,0.2,0.4
"Matias MacCelli","24-25","UTA","L",55,755.1,-1.8,-1.2,-0.5,0,1,-0.7,-2.4,-1.2,0.3,-3.2,-0.5,-1
