"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"A.J. Greer","22-23","BOS","L",61,555.6,0.7,2,0.1,0,-0.6,-0.2,0.8,2,-0.8,2,0.3,0.6
"Aaron Ekblad","22-23","FLA","D",71,1661,-1.5,-3.7,4,3.2,-1.5,0.7,2.5,-0.5,-0.9,1.1,0.2,0.4
"Aatu Raty","22-23","NYI","C",12,105.2,-0.9,0.8,-0.1,0,-0.1,-0.2,-1.1,0.8,-0.4,-0.6,-0.1,-0.2
"Adam Beckman","22-23","MIN","L",9,96.2,-2,0.3,0,0,0.2,0.2,-2,0.3,0.4,-1.4,-0.2,-0.4
"Adam Boqvist","22-23","CBJ","D",46,857.2,7.9,-4.5,-1,0,1.2,0.5,7,-4.5,1.7,4.1,0.7,1.3
"Adam Erne","22-23","DET","L",61,816.2,-2.3,1.3,0,-1.1,0.7,-0.7,-2.3,0.2,0.1,-2,-0.3,-0.7
"Adam Fox","22-23","NYR","D",82,1998.3,5.8,4,3.7,0.4,0.8,0.1,9.5,4.4,0.9,14.8,2.5,4.8
"Adam Henrique","22-23","ANA","C",62,1126.8,3.4,0.2,2.4,-4.4,0.9,-1.2,5.8,-4.2,-0.3,1.3,0.2,0.4
"Adam Larsson","22-23","SEA","D",82,1938.6,3,2.9,-0.1,-1.4,-0.2,-0.9,3,1.5,-1.1,3.4,0.6,1.1
"Adam Lowry","22-23","WPG","C",82,1283.8,3.4,0.1,-1.5,-2.3,1.5,-1.1,1.9,-2.2,0.5,0.2,0,0.1
"Adam Pelech","22-23","NYI","D",61,1320.8,1.4,5.7,0,-2.6,-0.5,0,1.4,3,-0.5,3.9,0.7,1.3
"Adam Ruzicka","22-23","CGY","C",44,510.6,0.8,1.3,0.1,0,0.5,-0.2,0.9,1.3,0.3,2.5,0.4,0.8
"Adrian Kempe","22-23","L.A","C/R",82,1538.1,3.7,0.9,3.9,0.9,0.1,-0.9,7.7,1.8,-0.8,8.7,1.5,2.8
"Aidan McDonough","22-23","VAN","L",6,55.9,-0.4,-0.8,0,0,0,-0.1,-0.4,-0.8,-0.2,-1.3,-0.2,-0.4
"Akito Hirose","22-23","VAN","D",7,122.2,-1.4,-0.3,0.3,-0.3,0,0.1,-1.1,-0.6,0,-1.7,-0.3,-0.5
"Alec Martinez","22-23","VGK","D",77,1480.5,6.8,3.4,0,1,1.6,-0.6,6.8,4.4,1,12.1,2.1,3.9
"Alec Regula","22-23","CHI","D",4,66.4,-1.4,-0.1,0.2,0,-0.3,-0.1,-1.2,-0.1,-0.3,-1.6,-0.3,-0.5
"Aleksander Barkov","22-23","FLA","C",68,1443.3,8.5,2.3,3.8,0.2,2.6,-0.4,12.3,2.4,2.2,16.9,2.9,5.4
"Aleksi Heponiemi","22-23","FLA","C",10,85.9,0.6,-0.4,0,0,-0.1,0,0.6,-0.4,-0.1,0.1,0,0
"Alex Alexeyev","22-23","WSH","D",32,526.5,0.8,3.1,0,0.2,0.6,-0.4,0.8,3.3,0.2,4.3,0.7,1.4
"Alex Barabanov","22-23","S.J","L",68,1227.6,5.6,-2.3,1.6,0,1.1,-1,7.2,-2.3,0.1,5,0.8,1.6
"Alex Belzile","22-23","MTL","R",31,376.1,4.1,1,-0.1,-0.5,0.5,-0.1,4,0.5,0.5,5,0.9,1.6
"Alex Carrier","22-23","NSH","D",43,769.2,-0.7,1,-0.7,1.2,-0.3,0.7,-1.5,2.2,0.5,1.2,0.2,0.4
"Alex Chiasson","22-23","DET","R",20,241.4,-2.1,0.5,1.2,0,0,-0.4,-0.8,0.5,-0.4,-0.7,-0.1,-0.2
"Alex Debrincat","22-23","OTT","R",82,1558.5,1.3,-2.6,3.1,0,1.6,1.4,4.4,-2.7,3,4.7,0.8,1.5
"Alex Edler","22-23","L.A","D",64,946.2,2.7,-1.3,0.1,1.2,-0.4,-0.4,2.7,-0.1,-0.8,1.8,0.3,0.6
"Alex Galchenyuk","22-23","COL","C",11,78.2,-1.6,-0.6,0,0,-0.2,-0.2,-1.6,-0.6,-0.4,-2.6,-0.4,-0.8
"Alex Goligoski","22-23","MIN","D",46,812.7,-3.2,-1.3,-0.5,0.1,0.2,-0.2,-3.7,-1.1,0,-4.8,-0.8,-1.6
"Alex Holtz","22-23","N.J","R",19,195.2,-1.5,0.3,0.2,0,-0.3,0.2,-1.3,0.3,-0.1,-1.1,-0.2,-0.4
"Alex Iafallo","22-23","L.A","L",59,961.7,3.3,1.8,1.6,2,0.6,0,4.9,3.8,0.6,9.2,1.6,3
"Alex Kerfoot","22-23","TOR","C",82,1198.8,2.4,4.6,0.1,0,0.1,0.8,2.5,4.5,1,8,1.4,2.6
"Alex Killorn","22-23","T.B","L",82,1410.8,12.4,-2.4,3.5,-0.4,-0.2,-0.7,15.9,-2.8,-0.9,12.2,2.1,3.9
"Alex Newhook","22-23","COL","C",82,1144.2,3.9,0.8,-0.4,0,0.8,-1,3.5,0.8,-0.2,4.1,0.7,1.3
"Alex Nylander","22-23","PIT","L",9,110.8,0.5,1.3,0,0,-0.3,0.4,0.5,1.3,0.1,1.9,0.3,0.6
"Alex Ovechkin","22-23","WSH","L",73,1474.9,6.4,-10.6,2.3,0,-0.1,-1.5,8.7,-10.6,-1.6,-3.6,-0.6,-1.2
"Alex Pietrangelo","22-23","VGK","D",73,1750.6,4.7,0.7,0.7,1.7,2.7,-0.9,5.4,2.4,1.8,9.6,1.6,3.1
"Alex Romanov","22-23","NYI","D",76,1478.2,-0.3,-2.5,0,3.1,0.7,-0.1,-0.4,0.5,0.6,0.8,0.1,0.3
"Alex Tuch","22-23","BUF","R",74,1417.3,11.6,0.6,4.5,-0.1,1.4,-0.4,16,0.6,1.1,17.7,3,5.7
"Alex Vlasic","22-23","CHI","D",6,117.8,0.4,1.4,0,-0.2,0.3,-0.1,0.4,1.2,0.1,1.8,0.3,0.6
"Alex Wennberg","22-23","SEA","C",82,1532.9,-1.3,2,0.7,-2.4,1.6,-1.2,-0.6,-0.3,0.3,-0.6,-0.1,-0.2
"Alexei Toropchenko","22-23","STL","R",69,833.3,0,2,0,-0.3,1.3,-0.5,0,1.8,0.8,2.6,0.4,0.8
"Alexis Lafrenière","22-23","NYR","L",81,1232.8,3.9,-1.1,-1,0,0.6,-0.5,2.9,-1.1,0.1,1.9,0.3,0.6
"Aliaksei Protas","22-23","WSH","C",58,668,-0.2,4,-0.1,0.3,0.4,-1.1,-0.3,4.4,-0.7,3.4,0.6,1.1
"Anders Bjork","22-23","CHI","L",13,183.9,2.4,0.8,0,-0.8,0.2,-0.2,2.4,0,0,2.4,0.4,0.8
"Anders Lee","22-23","NYI","L",82,1412.3,6.6,0.1,0.1,0,-0.6,0.6,6.8,0.1,0,6.9,1.2,2.2
"Andre Burakovsky","22-23","SEA","L",49,811.2,1.9,-4.9,2.7,0,0.6,0,4.7,-4.9,0.6,0.3,0.1,0.1
"Andreas Athanasiou","22-23","CHI","C",81,1296.2,2.9,-2.6,1.5,-0.1,0.8,-0.7,4.3,-2.7,0.1,1.7,0.3,0.6
"Andreas Englund","22-23","CHI","D",11,163.8,-2.5,-0.8,0,-0.1,0.2,0.2,-2.5,-0.9,0.3,-3,-0.5,-1
"Andreas Englund","22-23","COL","D",36,405.5,-0.9,2.9,0,0.3,0.6,0.2,-0.9,3.2,0.7,3,0.5,1
"Andreas Johnsson","22-23","S.J","L",11,165.6,-1.1,0.9,0,0,0.2,0,-1.1,0.9,0.2,0,0,0
"Andrei Kuzmenko","22-23","VAN","L",81,1315.6,14,3.1,-0.5,0,2.2,-0.8,13.5,3.1,1.4,18,3,5.8
"Andrei Svechnikov","22-23","CAR","R",64,1155.5,7.4,0.2,3.7,0,-1.9,1.3,11.1,0.2,-0.5,10.7,1.8,3.5
"Andrew Agozzino","22-23","S.J","L",4,65.5,0,-0.4,-0.1,0,0.2,-0.1,-0.1,-0.4,0,-0.5,-0.1,-0.2
"Andrew Cogliano","22-23","COL","C",79,996.8,1.3,1.9,0,-1.4,-1,1.9,1.3,0.5,0.9,2.7,0.5,0.9
"Andrew Copp","22-23","DET","C",82,1488.7,3,-3.4,-2.7,-0.5,1.7,-2.1,0.3,-3.9,-0.4,-4,-0.7,-1.3
"Andrew Mangiapane","22-23","CGY","L",82,1379.2,9,-2.5,-1.4,1.4,-0.2,0.7,7.6,-1.1,0.5,7,1.2,2.2
"Andrew Peeke","22-23","CBJ","D",80,1699.8,-4.3,3.9,0,-2.2,1.7,0.4,-4.3,1.7,2.2,-0.4,-0.1,-0.1
"Anthony Beauvillier","22-23","NYI","L",49,773.6,2.3,-2.2,-0.7,-0.7,1.1,-0.8,1.6,-2.9,0.3,-1,-0.2,-0.3
"Anthony Beauvillier","22-23","VAN","L",33,559.9,2.9,0.8,-1.3,0,0,-0.3,1.7,0.8,-0.2,2.2,0.4,0.7
"Anthony Cirelli","22-23","T.B","C",58,960.5,4.3,0.4,0.5,-0.1,1.8,0.3,4.8,0.4,2.2,7.3,1.2,2.4
"Anthony Duclair","22-23","FLA","L",20,297,1.5,-4.8,-0.8,0,0.5,0.2,0.8,-4.8,0.7,-3.3,-0.6,-1.1
"Anthony Mantha","22-23","WSH","R",67,952.6,1.6,3.6,-2.4,0,1.5,0.3,-0.8,3.6,1.8,4.7,0.8,1.5
"Anthony Richard","22-23","MTL","C",13,129.5,1.9,0,-0.1,0,-0.2,-0.1,1.9,0,-0.3,1.5,0.3,0.5
"Anton Blidh","22-23","COL","L",14,92.1,-1.7,0.3,0,0,-0.1,0,-1.7,0.3,-0.1,-1.5,-0.3,-0.5
"Anton Lundell","22-23","FLA","C",73,1195.2,1.4,1.2,-0.2,1.7,-0.7,0.4,1.2,2.8,-0.3,3.7,0.6,1.2
